Ergebnisart;Datum;LEER;LEER;LEER;Satzart;Schlüsselnummer;Name;Wahllokal;A - Wahlberechtigte;B - Wähler;C1 - Ungültige Stimmzettel;C2 - Gültige Stimmzettel;D - Gültige Stimmen;D01 - CDU;D02 - AfD;D03 - DIE LINKE;D04 - SPD;D05 - FDP;D06 - GRÜNE;D07 - FREIE WÄHLER;D08 - dieBasis;D09 - Tierschutzpartei;D10 - Gartenpartei;D11 - Die PARTEI;D12 - Tierschutzallianz;D13 - HEIMAT;D14 - FBM;D15 - Volt;D16 - WG1;D17 - WG2;D18 - WG3;D19 - WG4;D20 - WG5;D21 - WG6;D22 - WG7;D23 - WG8;D24 - WG9;D25 - WG10;D26 - WG11;D27 - WG12;D28 - WG13;D29 - WG14;D30 - WG15;D31 - WG16;D32 - WG17;D33 - WG18;D34 - WG19;D35 - WG20;D36 - WG21;D37 - WG22;D38 - WG23;D39 - WG24;D40 - WG25;D41 - WG26;D42 - WG27;D43 - WG28;D44 - WG29;D45 - WG30;D46 - WG31;D47 - WG32;D48 - WG33;D49 - WG34;D50 - WG35;D51 - WG36;D52 - WG37;D53 - WG38;D54 - WG39;D55 - WG40;D56 - WG41;D57 - WG42;D58 - WG43;D59 - WG44;D60 - WG45;D61 - WG46;D62 - EB1;D63 - EB2;D64 - EB3;D65 - EB4;D66 - EB5;D67 - EB6;D68 - EB7;D69 - EB8;D70 - EB9;D71 - EB10;D72 - EB11;D73 - EB12;D74 - EB13;WG (Summe);EB (Summe);
E;09.06.2024;;;;GEM;15084012;Gemeinde An der Poststraße; ;1393;962;23;939;2788;640;826;98;189;31;16; ;32; ; ; ; ;58; ; ; ; ;838; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;3; ; ; ; ;886;12;
E;09.06.2024;;;;GEM;15084013;Gemeinde Meineweh; ;866;549;16;533;1584;304;569;62;471;17;17; ;1; ; ; ; ;6; ; ; ; ;95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;7; ; ; ; ;125;12;
E;09.06.2024;;;;GEM;15084015;Stadt Bad Bibra; ;2242;1334;41;1293;3845;1102;931;276;219;30;74; ;12; ; ; ; ;201; ; ; ; ;806; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;104; ; ; ; ; ; ; ; ; ; ; ; ; ; ;42;48; ; ; ; ;910;90;
E;09.06.2024;;;;GEM;15084025;Gemeinde Balgstädt; ;904;672;11;661;1978;810;556;59;93;11;23; ;70; ; ; ; ;18; ; ; ; ;222; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;47; ; ; ; ; ; ; ; ; ; ; ; ; ; ;21;48; ; ; ; ;269;69;
E;09.06.2024;;;;GEM;15084115;Gemeinde Droyßig; ;1584;1088;24;1064;3169;943;795;109;334;56;73;84;12; ; ; ; ;11; ; ; ; ;682; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;70; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752; ;
E;09.06.2024;;;;GEM;15084125;Stadt Eckartsberga; ;1937;1239;22;1217;3587;1567;1042;124;217;30;37; ;17; ; ; ; ;103; ; ; ; ;371; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;53; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;16; ; ; ; ;424;26;
E;09.06.2024;;;;GEM;15084130;Gemeinde Elsteraue; ;6795;4851;133;4718;13952;4451;4592;414;1296;335;210;917;55; ; ; ; ;86; ; ; ; ;989; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;108; ; ; ; ; ;441; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;58; ; ; ;1538;58;
E;09.06.2024;;;;GEM;15084132;Gemeinde Finne; ;963;663;18;645;1911;318;435;71;99;16;19; ;10; ; ; ; ;88; ; ; ; ;823; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;3; ; ; ; ;844;11;
E;09.06.2024;;;;GEM;15084133;Gemeinde Finneland; ;876;632;11;621;1838;427;461;144;136;56;38; ;14; ; ; ; ;73; ; ; ; ;439; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22;3; ; ; ; ;464;25;
E;09.06.2024;;;;GEM;15084135;Stadt Freyburg (Unstrut); ;3976;2306;42;2264;6724;2431;1432;249;179;83;112; ;31; ; ; ; ;49; ; ; ; ;1553; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;513; ; ; ; ; ; ; ; ; ; ; ; ; ; ;39;53; ; ; ; ;2066;92;
E;09.06.2024;;;;GEM;15084150;Gemeinde Gleina; ;985;698;14;684;2046;935;424;110;69;8;31; ;5; ; ; ; ;18; ; ; ; ;329; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;65; ; ; ; ; ; ; ; ; ; ; ; ; ; ;27;25; ; ; ; ;394;52;
E;09.06.2024;;;;GEM;15084170;Gemeinde Goseck; ;844;607;10;597;1777;608;416;70;62;23;50; ;2; ; ; ; ;7; ; ; ; ;460; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;18; ; ; ; ;508;31;
E;09.06.2024;;;;GEM;15084207;Gemeinde Gutenborn; ;1482;1085;13;1072;3193;1196;1014;77;429;84;77;87;11; ; ; ; ;8; ; ; ; ;163; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;210; ;
E;09.06.2024;;;;GEM;15084235;Stadt Hohenmölsen; ;8201;5008;110;4898;14517;5296;5013;702;2128;150;167;137;179; ; ; ; ;188; ; ; ; ;230; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;70; ; ; ; ; ;160; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;97; ; ; ;460;97;
E;09.06.2024;;;;GEM;15084246;Gemeinde Kaiserpfalz; ;1290;875;29;846;2520;598;692;213;173;26;180; ;15; ; ; ; ;74; ; ; ; ;434; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;49; ; ; ; ; ; ; ; ; ; ; ; ; ; ;59;7; ; ; ; ;483;66;
E;09.06.2024;;;;GEM;15084250;Gemeinde Karsdorf; ;1199;692;17;675;1995;720;499;424;60;11;23; ;4; ; ; ; ;31; ; ; ; ;113; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ;69;16; ; ; ; ;138;85;
E;09.06.2024;;;;GEM;15084275;Gemeinde Kretzschau; ;2042;1323;23;1300;3760;1362;1374;220;209;61;32;114;16; ; ; ; ;25; ; ; ; ;283; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;347; ;
E;09.06.2024;;;;GEM;15084282;Gemeinde Lanitz-Hassel-Tal; ;872;591;20;571;1703;369;457;27;527;17;41; ;13; ; ; ; ;29; ; ; ; ;199; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ; ; ; ;222;1;
E;09.06.2024;;;;GEM;15084285;Stadt Laucha an der Unstrut; ;2360;1443;31;1412;4181;1644;1093;385;226;31;67; ;17; ; ; ; ;90; ; ; ; ;423; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;67; ; ; ; ; ; ; ; ; ; ; ; ; ; ;42;96; ; ; ; ;490;138;
E;09.06.2024;;;;GEM;15084315;Stadt Lützen; ;7148;4851;106;4745;14039;3270;4221;405;2831;456;229;153;299; ; ; ; ;135; ; ; ; ;88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1287; ; ; ; ; ;552; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113; ; ; ;1927;113;
E;09.06.2024;;;;GEM;15084335;Gemeinde Mertendorf; ;1355;871;23;848;2516;497;871;129;246;73;50; ;35; ; ; ; ;30; ; ; ; ;487; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;83; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;5; ; ; ; ;570;15;
E;09.06.2024;;;;GEM;15084341;Gemeinde Molauer Land; ;837;571;11;560;1654;171;518;74;100;27;33; ;16; ; ; ; ;9; ; ; ; ;669; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ; ;700;6;
E;09.06.2024;;;;GEM;15084355;Stadt Naumburg (Saale); ;26796;16037;357;15680;46424;16060;10875;3261;4327;1341;2206; ;1040; ; ; ; ;410; ; ; ; ;3381; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3523; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6904; ;
E;09.06.2024;;;;GEM;15084360;Stadt Nebra (Unstrut); ;2514;1566;29;1537;4564;1347;1579;862;117;30;41; ;23; ; ; ; ;55; ; ; ; ;230; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74; ; ; ; ; ; ; ; ; ; ; ; ; ; ;175;31; ; ; ; ;304;206;
E;09.06.2024;;;;GEM;15084375;Stadt Osterfeld; ;2084;1242;25;1217;3613;871;1034;125;1171;41;60; ;19; ; ; ; ;31; ; ; ; ;161; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;77; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;12; ; ; ; ;238;23;
E;09.06.2024;;;;GEM;15084442;Gemeinde Schnaudertal; ;765;598;18;580;1715;544;775;45;132;26;12;83;7; ; ; ; ;2; ; ; ; ;76; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;89; ;
E;09.06.2024;;;;GEM;15084445;Gemeinde Schönburg; ;874;643;15;628;1863;177;513;27;53;182;54; ;6; ; ; ; ;10; ; ; ; ;716; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;114; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;11; ; ; ; ;830;11;
E;09.06.2024;;;;GEM;15084470;Stadt Stößen; ;749;471;13;458;1373;348;411;63;193;53;33; ;25; ; ; ; ;14; ; ; ; ;160; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16;16; ; ; ; ;201;32;
E;09.06.2024;;;;GEM;15084490;Stadt Teuchern; ;6744;4233;82;4151;12318;2053;4466;319;2058;93;135;121;189; ; ; ; ;126; ; ; ; ;1296; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;58; ; ; ; ; ;115; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1289; ; ; ;1469;1289;
E;09.06.2024;;;;GEM;15084550;Stadt Weißenfels; ;32467;17415;313;17102;50708;14811;13903;3455;3258;902;690; ;778; ; ; ; ;254; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7878; ; ; ; ; ; ;3663; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1116; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12657; ;
E;09.06.2024;;;;GEM;15084560;Gemeinde Wethau; ;752;502;11;491;1449;322;545;71;110;44;41; ;19; ; ; ; ;15; ; ; ; ;219; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3; ; ; ; ;277;5;
E;09.06.2024;;;;GEM;15084565;Gemeinde Wetterzeube; ;1437;1024;23;1001;2978;751;1226;203;313;66;54;94;9; ; ; ; ;18; ; ; ; ;186; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;244; ;
E;09.06.2024;;;;GEM;15084590;Stadt Zeitz; ;22969;12737;321;12416;36486;11234;12056;2203;2748;1265;718;1541;212; ; ; ; ;193; ; ; ; ;3078; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1238; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4316; ;
E;09.06.2024;;;;GEM;15085040;Stadt Ballenstedt; ;7463;4537;129;4408;12900;3456;4059;1075;1746;1102;673;789; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
E;09.06.2024;;;;GEM;15085055;Stadt Blankenburg (Harz); ;16598;10042;207;9835;28954;11910;8848;2080;3322;397;1438;959; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
E;09.06.2024;;;;GEM;15085090;Gemeinde Ditfurt; ;1275;813;12;801;2383;1235;692;91;96;68;43;90; ; ; ; ; ; ; ; ; ; ; ;68; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68; ;
E;09.06.2024;;;;GEM;15085110;Stadt Falkenstein/Harz; ;4400;2912;64;2848;8445;1728;2411;545;767;45;142;2712; ; ; ; ; ; ; ; ; ; ; ;95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;
E;09.06.2024;;;;GEM;15085125;Gemeinde Groß Quenstedt; ;759;475;8;467;1386;564;385;125;97;25;15;95; ; ; ; ; ; ; ; ; ; ; ;80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;80; ;
E;09.06.2024;;;;GEM;15085135;Stadt Halberstadt; ;32185;18412;408;18004;52973;14909;15456;5858;4096;1145;2025;3008; ; ; ; ; ; ; ; ; ; ; ;6476; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6476; ;
E;09.06.2024;;;;GEM;15085140;Gemeinde Harsleben; ;1880;1231;39;1192;3529;495;1053;183;182;39;72;118; ; ; ; ; ; ; ; ; ; ; ;1387; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1387; ;
E;09.06.2024;;;;GEM;15085145;Stadt Harzgerode; ;6539;4038;80;3958;11742;6378;2874;694;1337;67;133;148; ; ; ; ; ; ; ; ; ; ; ;111; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;111; ;
E;09.06.2024;;;;GEM;15085160;Gemeinde Hedersleben; ;1125;670;13;657;1913;245;704;166;582;128;14;60; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14; ;
E;09.06.2024;;;;GEM;15085185;Gemeinde Huy; ;5995;3833;101;3732;10933;2914;2732;602;2240;118;216;368; ; ; ; ; ; ; ; ; ; ; ;1743; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1743; ;
E;09.06.2024;;;;GEM;15085190;Stadt Ilsenburg (Harz); ;8076;5378;111;5267;15552;4881;2392;1502;3744;596;635;1220; ; ; ; ; ; ; ; ; ; ; ;582; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;582; ;
E;09.06.2024;;;;GEM;15085227;Gemeinde Nordharz; ;6512;4535;95;4440;13123;3647;2733;776;1351;249;359;389; ; ; ; ; ; ; ; ; ; ; ;3619; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3619; ;
E;09.06.2024;;;;GEM;15085228;Stadt Oberharz am Brocken; ;8712;5526;99;5427;15972;5216;4386;593;2186;175;466;2308; ; ; ; ; ; ; ; ; ; ; ;642; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;642; ;
E;09.06.2024;;;;GEM;15085230;Stadt Osterwieck; ;9522;6325;127;6198;18367;2950;4255;1618;3208;252;640;385; ; ; ; ; ; ; ; ; ; ; ;5059; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5059; ;
E;09.06.2024;;;;GEM;15085235;Welterbestadt Quedlinburg; ;20135;11481;320;11161;32702;10262;8821;3308;4402;2136;2129;1644; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
E;09.06.2024;;;;GEM;15085285;Stadt Schwanebeck; ;2060;1281;37;1244;3529;1081;1521;405;145;43;45;147; ; ; ; ; ; ; ; ; ; ; ;142; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;142; ;
E;09.06.2024;;;;GEM;15085287;Gemeinde Selke-Aue; ;1170;818;12;806;2383;498;752;173;614;208;35;72; ; ; ; ; ; ; ; ; ; ; ;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;31; ;
E;09.06.2024;;;;GEM;15085330;Stadt Thale; ;14664;8915;268;8647;25346;9417;6859;2025;1168;282;1514;2829; ; ; ; ; ; ; ; ; ; ; ;1252; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1252; ;
E;09.06.2024;;;;GEM;15085365;Stadt Wegeleben; ;2128;1194;21;1173;3456;1117;1044;406;218;70;54;270; ; ; ; ; ; ; ; ; ; ; ;277; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;277; ;
E;09.06.2024;;;;GEM;15085370;Stadt Wernigerode; ;27260;16774;353;16421;48307;12883;9323;3184;9451;740;3290;1307; ; ; ; ; ; ; ; ; ; ; ;5901; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2228; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8129; ;
E;09.06.2024;;;;GEM;15086005;Gemeinde Biederitz; ;7272;4885;99;4786;13821;3533;3088;1027;4146;964;702; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;361; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;361; ;
E;09.06.2024;;;;GEM;15086015;Stadt Burg; ;18824;10655;206;10449;30934;9313;10588;1863;5667;858;1020; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;277; ; ; ; ;1348; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1625; ;
E;09.06.2024;;;;GEM;15086035;Gemeinde Elbe-Parey; ;5518;3611;91;3520;10428;2620;3219;532;600;348;340; ; ; ; ;217; ; ; ; ; ; ; ; ; ; ;1737; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;689; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;126; ; ; ; ; ; ; ; ;2426;126;
E;09.06.2024;;;;GEM;15086040;Stadt Genthin; ;11577;7010;167;6843;20162;6532;5251;1530;2001;1117;515; ; ; ; ;454; ; ; ; ; ; ; ; ; ; ;1463; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1080; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;219; ; ; ; ; ; ; ; ;2543;219;
E;09.06.2024;;;;GEM;15086055;Stadt Gommern; ;8935;6002;120;5882;17434;4644;4785;1086;1546;928;646; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3799; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3799; ;
E;09.06.2024;;;;GEM;15086080;Stadt Jerichow; ;5842;4004;89;3915;11515;2113;3457;584;517;413;220; ; ; ; ;143; ; ; ; ; ; ; ; ; ; ;3390; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;479; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;199; ; ; ; ; ; ; ; ;3869;199;
E;09.06.2024;;;;GEM;15086140;Stadt Möckern; ;11031;7260;184;7076;20943;6117;6073;1342;1356;1319;624; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2722; ; ; ; ;1390; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4112; ;
E;09.06.2024;;;;GEM;15086145;Gemeinde Möser; ;7117;5019;106;4913;14619;3890;3831;1173;4002;468;568; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;687; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;687; ;
E;09.06.2024;;;;GEM;15087010;Gemeinde Ahlsdorf; ;1315;835;11;824;2450;361;844;158;298;32;15; ; ; ; ; ; ; ;54; ; ; ; ; ; ; ; ;66; ; ; ; ; ; ; ; ; ; ;126; ; ; ; ; ; ; ;448; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;35;648;40;
E;09.06.2024;;;;GEM;15087015;Stadt Allstedt; ;6502;3978;80;3898;11545;2681;3004;767;2133;177;104; ; ; ; ; ; ; ;2287; ; ; ; ; ; ; ; ;274; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;118; ; ; ; ; ; ; ; ; ; ; ; ; ;392; ;
E;09.06.2024;;;;GEM;15087031;Stadt Arnstein; ;5468;3617;64;3553;10537;1636;3186;593;2274;93;101; ; ; ; ; ; ; ;1112; ; ; ; ; ; ; ; ;776; ; ; ; ; ; ; ; ; ; ;341; ; ; ; ; ; ; ; ; ; ; ; ;425; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1542; ;
E;09.06.2024;;;;GEM;15087045;Gemeinde Benndorf; ;1701;959;17;942;2801;538;746;333;223;10;13; ; ; ; ; ; ; ;331; ; ; ; ; ; ; ; ;345; ; ; ; ; ; ; ; ; ; ;70; ; ; ; ; ; ; ;140; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;42;564;43;
