Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Yearly Difference,Yearly Mean Difference,Normalized Difference
DEBY089,NO2,2014,22.239,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-60.94999999999999,-0.7444154411764705,81.87632419831984
DEBY189,NO2,2014,25.493,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,3.253999999999998,-0.7444154411764705,-4.3712150769701825
DEBY189,NO2,2015,25.861,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,0.3680000000000021,0.10621245421245416,3.4647537591392132
DEBY037,NO2,2015,63.552,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,37.691,0.10621245421245416,354.8642226514004
DEBY039,NO2,2015,33.18,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,-30.372,0.10621245421245416,-285.95516622982495
DEBY089,NO2,2015,22.503,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-10.677,0.10621245421245416,-100.52493447372055
DEBY115,NO2,2015,83.603,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,61.099999999999994,0.10621245421245416,575.2621051179475
DEBY037,NO2,2016,56.339,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,-27.263999999999996,-0.29958318425760283,91.00644306042383
DEBY089,NO2,2016,21.839,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-34.5,-0.29958318425760283,115.1600016719712
DEBY039,NO2,2016,32.68,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,10.841000000000001,-0.29958318425760283,-36.186944293502606
DEBY115,NO2,2016,79.878,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,47.198,-0.29958318425760283,-157.54555822938252
DEBY189,NO2,2016,25.585,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-54.293,-0.29958318425760283,181.2284629210531
DEBY039,NO2,2017,31.786,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,6.2010000000000005,-0.82225,-7.541501976284585
DEBY089,NO2,2017,21.154,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-10.632000000000001,-0.82225,12.930373973852236
DEBY037,NO2,2017,53.338,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,32.184,-0.82225,-39.141380358771656
DEBY115,NO2,2017,78.086,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,24.747999999999998,-0.82225,-30.097902097902093
DEBY189,NO2,2017,24.877,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-53.209,-0.82225,64.71146245059289
DEBY039,NO2,2018,27.353,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,2.4760000000000026,-0.22040034364261157,-11.23410226626026
DEBY037,NO2,2018,47.55,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,20.196999999999996,-0.22040034364261157,-91.6377881549508
DEBY089,NO2,2018,19.868,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-27.682,-0.22040034364261157,125.59871524015192
DEBY189,NO2,2018,24.037,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,4.1690000000000005,-0.22040034364261157,-18.91557849274595
DEBY115,NO2,2018,66.2,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,42.163000000000004,-0.22040034364261157,-191.30187958494784
DEBY039,NO2,2019,26.65,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,-39.550000000000004,-1.2780651828298888,30.94521353944444
DEBY089,NO2,2019,18.667,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-7.982999999999997,-1.2780651828298888,6.246160295458529
DEBY189,NO2,2019,21.486,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,2.818999999999999,-1.2780651828298888,-2.2056777994360006
DEBY037,NO2,2019,42.173,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,20.687,-1.2780651828298888,-16.186185397989558
DEBY115,NO2,2019,62.737,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,20.564,-1.2780651828298888,-16.089946175098238
DEBY037,NO2,2020,33.466,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,-29.271,-1.4497996870109546,20.189685693992587
DEBY039,NO2,2020,23.129,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,-10.337,-1.4497996870109546,7.129950497721341
DEBY189,NO2,2020,18.625,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-4.504000000000001,-1.4497996870109546,3.1066360686598555
DEBY089,NO2,2020,16.628,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-1.9969999999999999,-1.4497996870109546,1.3774316672099756
DEBY115,NO2,2020,54.387,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,37.759,-1.4497996870109546,-26.044287592479453
DEBY039,NO2,2021,21.236,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,-33.150999999999996,-0.06764165390505354,490.0974190627126
DEBY037,NO2,2021,30.135,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,8.899000000000001,-0.06764165390505354,-131.5609463436723
DEBY115,NO2,2021,51.334,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,21.199,-0.06764165390505354,-313.4015621462534
DEBY089,NO2,2021,15.395,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-35.93900000000001,-0.06764165390505354,531.3146253112978
DEBY189,NO2,2021,18.496,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,3.100999999999999,-0.06764165390505354,-45.844532488114126
DEBY115,NO2,2021,41.614,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,23.118,-0.06764165390505354,-341.77165496943655
DEBY189,NO2,2022,17.393,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-24.220999999999997,-0.31672939346811824,76.4722204490884
DEBY089,NO2,2022,14.21,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-3.183,-0.31672939346811824,10.04958827833072
DEBY037,NO2,2022,30.846,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,16.636,-0.31672939346811824,-52.524332578796695
DEBY039,NO2,2022,20.275,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,-10.571000000000002,-0.31672939346811824,33.37549409055422
DEBY115,NO2,2022,48.961,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,28.686,-0.31672939346811824,-90.56942800885803
DEBY115,NO2,2022,40.531,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,-8.43,-0.31672939346811824,26.615780454391448
DEBY189,NO2,2023,14.669,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-25.862,-0.8935428109854603,28.94321310858918
DEBY037,NO2,2023,27.967,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,13.297999999999998,-0.8935428109854603,-14.882331139046435
DEBY115,NO2,2023,45.234,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,17.267000000000003,-0.8935428109854603,-19.32420001337907
DEBY039,NO2,2023,17.945,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,-27.289,-0.8935428109854603,30.54022668472238
DEBY089,NO2,2023,12.78,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-5.165000000000001,-0.8935428109854603,5.780360981589326
DEBY115,NO2,2023,36.175,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,23.394999999999996,-0.8935428109854603,-26.182293352232765
DEBY037,NO2,2024,24.332,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,-11.842999999999996,-0.7451789264413519,15.892827319415723
DEBY039,NO2,2024,16.874,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,-7.458000000000002,-0.7451789264413519,10.008334556126195
DEBY089,NO2,2024,12.638,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-4.235999999999999,-0.7451789264413519,5.684540785699992
DEBY115,NO2,2024,39.278,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,26.64,-0.7451789264413519,-35.74980324151271
DEBY115,NO2,2024,34.945,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,-4.332999999999998,-0.7451789264413519,5.8147108650703645
DEBY189,NO2,2024,14.265,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-20.68,-0.7451789264413519,27.751724137931035
DEBY037,NO2,2025,27.133,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,12.867999999999999,-1.0391064935064933,-12.38371627972084
DEBY039,NO2,2025,20.723,ug/m3,Background,Urban,BY,München (Kreisfreie Stadt),München,-6.41,-1.0391064935064933,6.168761373407724
DEBY115,NO2,2025,36.333,ug/m3,Traffic,Urban,BY,München (Kreisfreie Stadt),München,15.61,-1.0391064935064933,-15.02252184694143
DEBY089,NO2,2025,16.633,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-19.7,-1.0391064935064933,18.95859579658848
DEBY189,NO2,2025,13.85,ug/m3,Background,Suburban,BY,München (Kreisfreie Stadt),München,-2.7829999999999995,-1.0391064935064933,2.678262543243946
DEBY047,NO2,1997,18.312,ug/m3,Background,rural,BY,Hof,Naila,,-0.09385059422750415,
DEBY047,NO2,1998,18.786,ug/m3,Background,rural,BY,Hof,Naila,0.4740000000000002,-0.8200940325497288,-0.5779825010143064
DEBY047,NO2,1999,16.143,ug/m3,Background,rural,BY,Hof,Naila,-2.6430000000000007,-0.6543920922570017,4.038862986385242
DEBY047,NO2,2003,18.161,ug/m3,Background,rural,BY,Hof,Naila,2.0180000000000007,1.2274020202020202,1.6441230882672448
DEBY047,NO2,2004,19.036,ug/m3,Background,rural,BY,Hof,Naila,0.875,-1.479365344467641,-0.591469851090012
DEBY047,NO2,2005,20.372,ug/m3,Background,rural,BY,Hof,Naila,1.3359999999999985,0.38800572519083976,3.4432481617194948
DEBY047,NO2,2006,18.266,ug/m3,Background,rural,BY,Hof,Naila,-2.1060000000000016,1.0483598484848484,-2.0088522114269423
DEBY047,NO2,2007,14.886,ug/m3,Background,rural,BY,Hof,Naila,-3.379999999999999,-0.6833181818181818,4.94645114082352
DEBY047,NO2,2008,15.667,ug/m3,Background,rural,BY,Hof,Naila,0.7810000000000006,0.2012898832684825,3.8799764166900275
DEBY047,NO2,2009,17.281,ug/m3,Background,rural,BY,Hof,Naila,1.613999999999999,0.2801080139372823,5.762062917490759
DEBY047,NO2,2010,17.689,ug/m3,Background,rural,BY,Hof,Naila,0.40800000000000125,0.5359085457271364,0.7613239297134455
DEBY047,NO2,2011,18.224,ug/m3,Background,rural,BY,Hof,Naila,0.5350000000000001,-0.49229670329670333,-1.086743007656421
DEBY047,NO2,2012,23.166,ug/m3,Background,rural,BY,Hof,Naila,4.942,-0.8250618238021638,-5.9898541629590785
DEBY052,NO2,1993,31.565,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,,-0.93305,
DEBY052,NO2,1995,34.755,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,3.1900000000000013,0.31805111111111106,10.02983447803638
DEBY052,NO2,1996,40.068,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,5.312999999999995,0.633414551607445,8.387871712951577
DEBY052,NO2,1997,43.258,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,3.190000000000005,-0.09385059422750415,-33.99019501429149
DEBY052,NO2,1998,39.515,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,-3.743000000000002,-0.8200940325497288,4.5641107622290065
DEBY052,NO2,1999,37.626,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,-1.889000000000003,-0.6543920922570017,2.8866485740755703
DEBY052,NO2,2000,38.846,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,1.2199999999999989,-0.7877622789783889,-1.5486905536809383
DEBY052,NO2,2001,35.211,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,-3.634999999999998,-0.4724324786324786,7.69422121553118
DEBY052,NO2,2002,32.848,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,-2.3629999999999995,0.1768657587548638,-13.36041536041536
DEBY052,NO2,2003,36.499,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,3.6510000000000034,1.2274020202020202,2.974575517970126
DEBY052,NO2,2004,33.571,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,-2.9280000000000044,-1.479365344467641,1.979227113133209
DEBY052,NO2,2005,36.548,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,2.977000000000004,0.38800572519083976,7.6725671986818575
DEBY052,NO2,2006,36.299,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,-0.24900000000000233,1.0483598484848484,-0.23751386545361483
DEBY052,NO2,2007,35.298,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,-1.0009999999999977,-0.6833181818181818,1.4649105301669625
DEBY052,NO2,2008,31.841,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,-3.4570000000000007,0.2012898832684825,-17.174236200380815
DEBY052,NO2,2009,29.596,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,-2.245000000000001,0.2801080139372823,-8.014765334427985
DEBY052,NO2,2010,31.142,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,1.5459999999999994,0.5359085457271364,2.88482057680633
DEBY052,NO2,2011,34.342,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,3.1999999999999993,-0.49229670329670333,-6.500145092524384
DEBY052,NO2,2012,33.567,ug/m3,Background,urban,BY,Neu-Ulm,Neu-Ulm,-0.7749999999999986,-0.8250618238021638,0.9393235484203313
DEBY052,NO2,2013,31.232,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,-2.335000000000001,-0.3699945454545454,6.310903846248351
DEBY052,NO2,2014,27.322,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,-3.91,-0.7444154411764705,5.2524434391375
DEBY052,NO2,2015,27.976,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,0.6539999999999999,0.10621245421245416,6.1574699958615
DEBY052,NO2,2016,28.079,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,0.10300000000000153,-0.29958318425760283,-0.34381101948444087
DEBY052,NO2,2017,29.79,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,1.7109999999999985,-0.82225,-2.0808756460930353
DEBY052,NO2,2018,27.258,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,-2.532,-0.22040034364261157,11.488185354673242
DEBY052,NO2,2019,27.398,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,0.14000000000000057,-1.2780651828298888,-0.1095405789006887
DEBY052,NO2,2020,23.238,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,-4.16,-1.4497996870109546,2.8693619106627435
DEBY052,NO2,2021,21.32,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,-1.9179999999999993,-0.06764165390505354,28.35530903328052
DEBY052,NO2,2022,20.588,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,-0.7319999999999993,-0.31672939346811824,2.311121149776337
DEBY052,NO2,2023,19.241,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,-1.3470000000000013,-0.8935428109854603,1.5074823315006445
DEBY052,NO2,2024,18.081,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,-1.1600000000000001,-0.7451789264413519,1.5566731141199228
DEBY052,NO2,2025,21.061,ug/m3,Background,Urban,BY,Neu-Ulm,Neu-Ulm,2.9800000000000004,-1.0391064935064933,-2.8678485012098314
DEBY199,NO2,2022,10.3,ug/m3,Background,Urban,BY,Neustadt an der Aisch-Bad Windsh,Neustadt a.d. Aisch,,-0.31672939346811824,
DEBY199,NO2,2023,8.254,ug/m3,Background,Urban,BY,Neustadt an der Aisch-Bad Windsh,Neustadt a.d. Aisch,-2.046000000000001,-0.8935428109854603,2.2897615814775927
DEBY199,NO2,2024,9.041,ug/m3,Background,Urban,BY,Neustadt an der Aisch-Bad Windsh,Neustadt a.d. Aisch,0.7870000000000008,-0.7451789264413519,-1.0561221903555003
DEBY199,NO2,2025,12.055,ug/m3,Background,Urban,BY,Neustadt an der Aisch-Bad Windsh,Neustadt a.d. Aisch,3.0139999999999993,-1.0391064935064933,-2.9005689203511507
DEBY049,NO2,1993,12.458,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,,-0.93305,
DEBY049,NO2,1995,16.898,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,4.4399999999999995,0.31805111111111106,13.96002040203182
DEBY049,NO2,1996,16.789,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-0.10899999999999821,0.633414551607445,-0.17208319531558589
DEBY049,NO2,1997,18.852,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,2.062999999999999,-0.09385059422750415,-21.981746807048022
DEBY049,NO2,1998,18.325,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-0.527000000000001,-0.8200940325497288,0.6426092363597888
DEBY049,NO2,1999,17.505,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-0.8200000000000003,-0.6543920922570017,1.253071376782406
DEBY049,NO2,2000,16.678,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-0.8269999999999982,-0.7877622789783889,1.049809088437815
DEBY049,NO2,2001,14.717,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-1.9610000000000003,-0.4724324786324786,4.150857717649699
DEBY049,NO2,2002,17.448,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,2.731,0.1768657587548638,15.441089441089442
DEBY049,NO2,2003,21.663,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,4.215,1.2274020202020202,3.4340826645423363
DEBY049,NO2,2004,18.56,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-3.1030000000000015,-1.479365344467641,2.0975210833512095
DEBY049,NO2,2005,17.716,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-0.8439999999999976,0.38800572519083976,-2.17522563509824
DEBY049,NO2,2006,18.783,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,1.0670000000000002,1.0483598484848484,1.017780298951826
DEBY049,NO2,2007,17.632,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-1.1509999999999998,-0.6833181818181818,1.684427592629548
DEBY049,NO2,2008,17.249,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-0.38300000000000267,0.2012898832684825,-1.9027285116418562
DEBY049,NO2,2009,16.815,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-0.4339999999999975,0.2801080139372823,-1.5494022962769372
DEBY049,NO2,2010,17.444,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,0.6289999999999978,0.5359085457271364,1.1737077249748875
DEBY049,NO2,2011,14.316,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,-3.1279999999999983,-0.49229670329670333,6.353891827942584
DEBY049,NO2,2012,14.572,ug/m3,Background,rural,BY,Kelheim,Neustadt a.d. Donau,0.25599999999999845,-0.8250618238021638,-0.31027977857497263
DEBY049,NO2,2013,14.47,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,-0.10199999999999854,-0.3699945454545454,0.27567973975045923
DEBY049,NO2,2014,10.497,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,-3.9730000000000008,-0.7444154411764705,5.337073601967593
DEBY049,NO2,2015,11.354,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,0.8569999999999993,0.10621245421245416,8.068733618430125
DEBY049,NO2,2016,10.624,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,-0.7299999999999986,-0.29958318425760283,2.4367188759576472
DEBY049,NO2,2017,11.463,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,0.8389999999999986,-0.82225,-1.02037093341441
DEBY049,NO2,2018,9.578,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,-1.8849999999999998,-0.22040034364261157,8.552618243901682
DEBY049,NO2,2019,9.32,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,-0.2579999999999991,-1.2780651828298888,0.2018676382598391
DEBY049,NO2,2020,8.947,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,-0.3730000000000011,-1.4497996870109546,0.25727692131663615
DEBY049,NO2,2021,8.723,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,-0.22399999999999842,-0.06764165390505354,3.3115689381933233
DEBY049,NO2,2022,7.901,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,-0.822000000000001,-0.31672939346811824,2.5952753895029415
DEBY049,NO2,2023,6.852,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,-1.0489999999999995,-0.8935428109854603,1.1739784452443753
DEBY049,NO2,2024,7.126,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,0.274,-0.7451789264413519,-0.3676969252317749
DEBY049,NO2,2025,18.538,ug/m3,Background,Rural,BY,Kelheim,Neustadt a.d. Donau,11.411999999999999,-1.0391064935064933,-10.982512448257244
DEBY055,NO2,1988,18.873,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,,-0.8010921052631582,
DEBY055,NO2,1989,38.93,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,20.057,1.2364628099173556,16.221272357832255
DEBY057,NO2,1990,42.488,ug/m3,Background,urban,BY,Nürnberg,Nürnberg,3.558,-1.012394594594595,-3.5144399416956307
DEBY059,NO2,1990,42.685,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,0.19700000000000273,-1.012394594594595,-0.19458815866049714
DEBY055,NO2,1990,41.042,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-1.6430000000000007,-1.012394594594595,1.6228849983715357
DEBY059,NO2,1991,40.978,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,-0.06400000000000006,1.0911482758620692,-0.05865380665101305
DEBY057,NO2,1991,44.339,ug/m3,Background,urban,BY,Nürnberg,Nürnberg,3.360999999999997,1.0911482758620692,3.0802413149071017
DEBY055,NO2,1991,43.563,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-0.7759999999999962,1.0911482758620692,-0.7111774056435292
DEBY057,NO2,1992,42.823,ug/m3,Background,urban,BY,Nürnberg,Nürnberg,-0.740000000000002,-1.1657548209366393,0.6347818483868163
DEBY059,NO2,1992,41.985,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,-0.838000000000001,-1.1657548209366393,0.7188475526326369
DEBY055,NO2,1992,44.97,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,2.9849999999999994,-1.1657548209366393,-2.560572726263029
DEBY053,NO2,1992,43.594,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,-1.3759999999999977,-1.1657548209366393,1.1803511126760209
DEBY057,NO2,1993,46.086,ug/m3,Background,urban,BY,Nürnberg,Nürnberg,2.4919999999999973,-0.93305,-2.6708107818444855
DEBY055,NO2,1993,42.837,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-3.2489999999999952,-0.93305,3.482128503295638
DEBY059,NO2,1993,43.537,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,0.6999999999999957,-0.93305,-0.7502277477091214
DEBY053,NO2,1993,33.113,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,-10.424,-0.93305,11.171962917314184
DEBY059,NO2,1995,47.003,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,13.89,0.31805111111111106,43.672225987437386
DEBY055,NO2,1995,42.875,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-4.128,0.31805111111111106,-12.979045995402558
DEBY053,NO2,1995,53.707,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,10.832,0.31805111111111106,34.05741914297493
DEBY059,NO2,1996,45.091,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,-8.616,0.633414551607445,-13.602466154487269
DEBY055,NO2,1996,45.862,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,0.7710000000000008,0.633414551607445,1.2172123264983397
DEBY055,NO2,1996,45.887,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,0.02499999999999858,0.633414551607445,0.03946862277880251
DEBY053,NO2,1996,45.821,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,-0.0660000000000025,0.633414551607445,-0.10419716413604849
DEBY055,NO2,1997,41.529,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-4.2919999999999945,-0.09385059422750415,45.73226238286478
DEBY055,NO2,1997,41.565,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,0.03599999999999426,-0.09385059422750415,-0.38358840768473246
DEBY059,NO2,1997,44.699,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,3.1340000000000003,-0.09385059422750415,-33.39350193567065
DEBY053,NO2,1997,45.477,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,0.7779999999999987,-0.09385059422750415,-8.289771699410249
DEBY059,NO2,1998,46.812,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,1.3350000000000009,-0.8200940325497288,-1.6278621072871289
DEBY055,NO2,1998,38.941,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-7.870999999999995,-0.8200940325497288,9.5976798849865
DEBY053,NO2,1998,44.655,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,5.713999999999999,-0.8200940325497288,-6.967493693661908
DEBY055,NO2,1999,40.96,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-3.6950000000000003,-0.6543920922570017,5.646461874647547
DEBY059,NO2,1999,45.173,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,4.213000000000001,-0.6543920922570017,-6.4380362321759455
DEBY055,NO2,1999,40.959,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-4.213999999999999,-0.6543920922570017,6.439564368001286
DEBY053,NO2,1999,47.192,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,6.232999999999997,-0.6543920922570017,-9.52487059937162
DEBY055,NO2,2000,37.538,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-9.654000000000003,-0.7877622789783889,12.254966069865407
DEBY059,NO2,2000,39.491,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,1.953000000000003,-0.7877622789783889,-2.479174304376131
DEBY053,NO2,2000,45.387,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,5.896000000000001,-0.7877622789783889,-7.484491397133461
DEBY055,NO2,2001,37.854,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-7.533000000000001,-0.4724324786324786,15.945135740466691
DEBY055,NO2,2001,37.765,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-0.08899999999999864,-0.4724324786324786,0.18838670926609763
DEBY059,NO2,2001,42.151,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,4.386000000000003,-0.4724324786324786,-9.28386636900132
DEBY053,NO2,2001,43.984,ug/m3,Traffic,urban,BY,Nürnberg,Nürnberg,1.8329999999999984,-0.4724324786324786,-3.879919529042269
DEBY055,NO2,2002,39.167,ug/m3,Industrial,urban,BY,Nürnberg,Nürnberg,-4.817,0.1768657587548638,-27.23534523534524
