Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City
DEUB032,O3,2003,61.598,ug/m3,Background,rural,TH,Eichsfeld,Leinefelde-Worbis
DEUB002,O3,1985,51.868,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DEUB002,O3,1990,63.526,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DEUB002,O3,1994,63.152,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DEUB002,O3,2001,62.323,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DEBB021,O3,1997,42.527,ug/m3,Background,urban,BB,Potsdam,Potsdam
DEBB042,O3,2008,51.021,ug/m3,Background,suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB042,O3,2009,49.343,ug/m3,Background,suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB042,O3,2012,49.397,ug/m3,Background,suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DESL008,O3,1998,36.459,ug/m3,Background,rural,RP,Trier-Saarburg,Hermeskeil
DEUB035,O3,2002,49.955,ug/m3,Background,rural,SN,Sächsische Schweiz-Osterzgebirge,Klingenberg
DEUB036,O3,1998,56.893,ug/m3,Background,rural,BY,Garmisch-Partenkirchen,Murnau a. Staffelsee
DEUB032,O3,1992,47.194,ug/m3,Background,rural,TH,Eichsfeld,Leinefelde-Worbis
DEBB053,O3,2006,59.471,ug/m3,Background,rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB032,O3,2010,51.915,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt
DEUB039,O3,2002,53.617,ug/m3,Background,rural,BB,Oder-Spree,Schlaubetal
DEUB039,O3,2003,60.629,ug/m3,Background,rural,BB,Oder-Spree,Schlaubetal
DEBB029,O3,1998,51.13,ug/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder
DEST009,O3,1994,47.215,ug/m3,Background,urban,ST,Harz,Halberstadt
DESN020,O3,1998,40.857,ug/m3,Traffic,urban,SN,Görlitz,Görlitz
DEUB040,O3,2001,49.006,ug/m3,Background,rural,BB,Barnim,Joachimsthal (Schorfheide)
DEBB029,O3,1996,39.4,ug/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder
DEBB029,O3,2006,59.848,ug/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder
DEUB003,O3,1988,90.167,ug/m3,Background,rural,BY,Freyung-Grafenau,Schönberg
DEUB026,O3,2001,53.462,ug/m3,Background,rural,MV,Vorpommern-Greifswald,Ueckermünde
DEUB017,O3,1988,66.57,ug/m3,Background,rural,BY,Hof,Regnitzlosau
DEUB017,O3,1998,63.794,ug/m3,Background,rural,BY,Hof,Regnitzlosau
DEUB002,O3,1996,64.167,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DEUB003,O3,1995,74.169,ug/m3,Background,rural,BY,Freyung-Grafenau,Schönberg
DEUB003,O3,1989,93.554,ug/m3,Background,rural,BY,Freyung-Grafenau,Schönberg
DEUB033,O3,2002,45.616,ug/m3,Background,rural,SN,Nordsachsen,Torgau
DEUB033,O3,2004,48.818,ug/m3,Background,rural,SN,Nordsachsen,Torgau
DEUB007,O3,1990,38.043,ug/m3,Background,rural,NI,Diepholz,Bassum
DEUB018,O3,1992,51.922,ug/m3,Background,rural,HE,Werra-Meißner-Kreis,Herleshausen
DEBB055,O3,2011,52.217,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB029,O3,2001,47.838,ug/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder
DEBB029,O3,2012,47.86,ug/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder
DEBB055,O3,2006,53.898,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEUB034,O3,1998,64.558,ug/m3,Background,rural,SH,Pinneberg,Helgoland
DEUB031,O3,1994,50.047,ug/m3,Background,rural,SN,Görlitz,Zittau
DEUB031,O3,2005,76.024,ug/m3,Background,rural,SN,Görlitz,Zittau
DEUB035,O3,1998,59.237,ug/m3,Background,rural,SN,Sächsische Schweiz-Osterzgebirge,Klingenberg
DEBB042,O3,2004,48.215,ug/m3,Background,suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEUB008,O3,1993,42.034,ug/m3,Background,rural,NI,Schaumburg,Rodenberg
DEUB042,O3,2004,55.919,ug/m3,Background,rural,BW,Hohenlohekreis,Öhringen
DEBB032,O3,1996,41.873,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,O3,2009,49.618,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt
DESN060,O3,2002,39.946,ug/m3,Traffic,urban,SN,Chemnitz,Chemnitz
DEUB009,O3,1997,46.977,ug/m3,Background,rural,NW,Märkischer Kreis,Meinerzhagen
DESN085,O3,2008,49.484,ug/m3,Background,urban,SN,Dresden,Dresden
DEUB009,O3,1998,54.761,ug/m3,Background,rural,NW,Märkischer Kreis,Meinerzhagen
DETH016,O3,2000,48.317,ug/m3,Background,urban,TH,Ilm-Kreis,Arnstadt
DEST029,O3,2005,42.783,ug/m3,Traffic,suburban,ST,Salzlandkreis,Bernburg (Saale)
DEUB022,O3,1993,45.287,ug/m3,Background,rural,BB,Uckermark,Angermünde
DEUB022,O3,1999,51.257,ug/m3,Background,rural,BB,Uckermark,Angermünde
DEUB025,O3,1992,47.919,ug/m3,Background,rural,BB,Oder-Spree,Rietz-Neuendorf
DEUB041,O3,2002,50.274,ug/m3,Background,rural,BY,Weilheim-Schongau,Raisting
DEUB013,O3,1992,48.306,ug/m3,Background,rural,BY,Ansbach (Kreisfreie Stadt),Ansbach
DEBB007,O3,2007,51.037,ug/m3,Background,suburban,BB,Elbe-Elster,Elsterwerda
DEUB013,O3,1993,58.627,ug/m3,Background,rural,BY,Ansbach (Kreisfreie Stadt),Ansbach
DEUB013,O3,1995,52.029,ug/m3,Background,rural,BY,Ansbach (Kreisfreie Stadt),Ansbach
DEUB013,O3,1996,54.418,ug/m3,Background,rural,BY,Ansbach (Kreisfreie Stadt),Ansbach
DEST006,O3,1995,42.992,ug/m3,Background,urban,ST,Magdeburg,Magdeburg
DEUB019,O3,1992,49.547,ug/m3,Background,rural,TH,Saale-Orla-Kreis,Schleiz
DEUB016,O3,1990,27.246,ug/m3,Traffic,rural,NW,Münster,Münster
DEUB016,O3,1993,41.808,ug/m3,Traffic,rural,NW,Münster,Münster
DEUB016,O3,2001,42.648,ug/m3,Traffic,rural,NW,Münster,Münster
DEUB020,O3,1992,41.381,ug/m3,Background,rural,MV,Schwerin,Schwerin
DESH007,O3,1992,59.733,ug/m3,Traffic,urban,SH,Kiel,Kiel
DESH007,O3,1995,30.823,ug/m3,Traffic,urban,SH,Kiel,Kiel
DERP008,O3,1995,29.906,ug/m3,Traffic,urban,RP,Mainz,Mainz
DEBB053,O3,2003,58.781,ug/m3,Background,rural,BB,Märkisch-Oderland,Märkische Schweiz
DESN057,O3,2000,57.723,ug/m3,Background,rural,SN,Sächsische Schweiz-Osterzgebirge,Sebnitz
DESH005,O3,1994,43.618,ug/m3,Background,suburban,SH,Lübeck,Lübeck
DESH005,O3,1995,44.153,ug/m3,Background,suburban,SH,Lübeck,Lübeck
DESH005,O3,2001,41.344,ug/m3,Background,suburban,SH,Lübeck,Lübeck
DESN060,O3,1996,30.191,ug/m3,Traffic,urban,SN,Chemnitz,Chemnitz
DESN060,O3,1995,35.994,ug/m3,Traffic,urban,SN,Chemnitz,Chemnitz
DETH024,O3,2002,51.66,ug/m3,Background,urban,TH,Ilm-Kreis,Ilmenau
DENW066,O3,1997,34.399,ug/m3,Background,rural,NW,Viersen,Nettetal
DEBB042,O3,2006,55.349,ug/m3,Background,suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEUB017,O3,1997,62.459,ug/m3,Background,rural,BY,Hof,Regnitzlosau
DEUB018,O3,1991,53.741,ug/m3,Background,rural,HE,Werra-Meißner-Kreis,Herleshausen
DEBB053,O3,2008,53.522,ug/m3,Background,rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB032,O3,2004,51.901,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB050,O3,2004,50.117,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin
DEBB048,O3,2004,50.992,ug/m3,Background,suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEST023,O3,1995,34.995,ug/m3,Background,urban,ST,Halle (Saale),Halle (Saale)
DEBB055,O3,2002,52.084,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB055,O3,2012,50.314,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEST025,O3,1993,26.419,ug/m3,Background,urban,ST,Saalekreis,Merseburg
DEBB048,O3,2003,62.784,ug/m3,Background,suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,O3,2012,48.204,ug/m3,Background,suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEUB024,O3,1993,37.451,ug/m3,Background,rural,BB,Ostprignitz-Ruppin,Kyritz
DEUB024,O3,1995,48.583,ug/m3,Background,rural,BB,Ostprignitz-Ruppin,Kyritz
DETH024,O3,2001,53.728,ug/m3,Background,urban,TH,Ilm-Kreis,Ilmenau
DEST031,O3,1999,48.604,ug/m3,Background,suburban,ST,Saalekreis,Bad Dürrenberg
DEUB009,O3,1991,41.991,ug/m3,Background,rural,NW,Märkischer Kreis,Meinerzhagen
DENW049,O3,1990,32.97,ug/m3,Background,suburban,NW,Mettmann,Hilden
DENW049,O3,1995,28.017,ug/m3,Background,suburban,NW,Mettmann,Hilden
DENW050,O3,1990,28.435,ug/m3,Background,suburban,NW,Rhein-Kreis Neuss,Dormagen
DETH025,O3,1997,39.734,ug/m3,Background,urban,TH,Schmalkalden-Meiningen,Meiningen
DETH025,O3,1999,41.396,ug/m3,Background,urban,TH,Schmalkalden-Meiningen,Meiningen
DETH025,O3,2001,37.766,ug/m3,Background,urban,TH,Schmalkalden-Meiningen,Meiningen
DETH025,O3,2007,43.213,ug/m3,Background,urban,TH,Schmalkalden-Meiningen,Meiningen
DENW093,O3,2003,35.653,ug/m3,Background,rural,NW,Steinfurt,Ladbergen
DENW051,O3,1997,34.486,ug/m3,Background,suburban,NW,Mettmann,Langenfeld (Rhld.)
DETH024,O3,1998,54.014,ug/m3,Background,urban,TH,Ilm-Kreis,Ilmenau
DENW028,O3,1991,28.254,ug/m3,Background,suburban,NW,Essen,Essen
DERP020,O3,2000,25.408,ug/m3,Traffic,urban,RP,Trier,Trier
DEUB034,O3,2002,65.028,ug/m3,Background,rural,SH,Pinneberg,Helgoland
DESN006,O3,2001,35.53,ug/m3,Traffic,urban,SN,Leipzig,Borna
DERP020,O3,1998,26.222,ug/m3,Traffic,urban,RP,Trier,Trier
DERP026,O3,1996,25.775,ug/m3,Traffic,urban,RP,Frankenthal (Pfalz),Frankenthal (Pfalz)
DEST031,O3,1993,36.513,ug/m3,Background,suburban,ST,Saalekreis,Bad Dürrenberg
DEST031,O3,1996,38.736,ug/m3,Background,suburban,ST,Saalekreis,Bad Dürrenberg
DEST031,O3,2000,44.271,ug/m3,Background,suburban,ST,Saalekreis,Bad Dürrenberg
DEBB032,O3,1997,48.378,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,O3,1998,50.464,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt
DEST032,O3,1998,45.632,ug/m3,Background,urban,ST,Jerichower Land,Genthin
DEST061,O3,1997,44.107,ug/m3,Background,urban,ST,Salzlandkreis,Schönebeck (Elbe)
DENW036,O3,1995,34.764,ug/m3,Background,suburban,NW,Wesel,Moers
DEST005,O3,1994,35.266,ug/m3,Background,urban,ST,Magdeburg,Magdeburg
DEBB042,O3,2000,44.917,ug/m3,Background,suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DENW075,O3,1992,40.302,ug/m3,Background,rural,NW,Olpe,Finnentrop
DEBB050,O3,2008,48.865,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin
DESH012,O3,1991,52.386,ug/m3,Background,suburban,SH,Kiel,Kiel
DEBB055,O3,2008,50.449,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEUB025,O3,1997,56.404,ug/m3,Background,rural,BB,Oder-Spree,Rietz-Neuendorf
DEUB026,O3,1991,58.685,ug/m3,Background,rural,MV,Vorpommern-Greifswald,Ueckermünde
DENW113,O3,2003,45.856,ug/m3,Industrial,suburban,NW,Recklinghausen,Castrop-Rauxel
DETH062,O3,2001,55.765,ug/m3,Industrial,rural,TH,Weimarer Land,Bad Berka
DEUB027,O3,1992,42.224,ug/m3,Background,rural,MV,Rostock,Teterow
DETH032,O3,2002,40.632,ug/m3,Traffic,urban,TH,Gotha,Gotha
DENW133,O3,2004,14.38,ug/m3,Traffic,urban,NW,Hagen,Hagen
DETH067,O3,2002,49.002,ug/m3,Industrial,rural,TH,Saalfeld-Rudolstadt,Unterwellenborn
DEBB048,O3,2002,50.968,ug/m3,Background,suburban,BB,Ostprignitz-Ruppin,Neuruppin
DENW047,O3,1998,27.585,ug/m3,Background,urban,NW,Rhein-Kreis Neuss,Neuss
DENW013,O3,2002,32.307,ug/m3,Background,urban,NW,Unna,Schwerte
DEUB025,O3,1993,49.78,ug/m3,Background,rural,BB,Oder-Spree,Rietz-Neuendorf
DESN014,O3,1997,39.593,ug/m3,Background,urban,SN,Dresden,Dresden
DETH031,O3,1998,39.368,ug/m3,Traffic,urban,TH,Suhl,Suhl
DEUB026,O3,1996,58.381,ug/m3,Background,rural,MV,Vorpommern-Greifswald,Ueckermünde
DETH032,O3,2000,38.811,ug/m3,Traffic,urban,TH,Gotha,Gotha
DEBB053,O3,2012,51.156,ug/m3,Background,rural,BB,Märkisch-Oderland,Märkische Schweiz
DESL009,O3,1995,38.996,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Saarbrücken
DENW051,O3,2001,35.035,ug/m3,Background,suburban,NW,Mettmann,Langenfeld (Rhld.)
DETH032,O3,2003,45.196,ug/m3,Traffic,urban,TH,Gotha,Gotha
DEBB053,O3,2001,54.16,ug/m3,Background,rural,BB,Märkisch-Oderland,Märkische Schweiz
DESN014,O3,2001,40.458,ug/m3,Background,urban,SN,Dresden,Dresden
DENW127,O3,2005,52.404,ug/m3,Industrial,suburban,NW,Recklinghausen,Castrop-Rauxel
DENW056,O3,1991,22.534,ug/m3,Background,suburban,NW,Köln,Köln
DENW056,O3,1993,26.185,ug/m3,Background,suburban,NW,Köln,Köln
DENW056,O3,1994,31.327,ug/m3,Background,suburban,NW,Köln,Köln
DESN020,O3,1999,44.477,ug/m3,Traffic,urban,SN,Görlitz,Görlitz
DEST034,O3,1996,39.744,ug/m3,Background,urban,ST,Harz,Quedlinburg
DEST036,O3,1997,44.986,ug/m3,Background,urban,ST,Anhalt-Bitterfeld,Zerbst/Anhalt
DEBB053,O3,2011,53.053,ug/m3,Background,rural,BB,Märkisch-Oderland,Märkische Schweiz
DENW063,O3,1994,62.071,ug/m3,Background,rural,NW,Lippe,Horn-Bad Meinberg
DENW063,O3,1996,44.958,ug/m3,Background,rural,NW,Lippe,Horn-Bad Meinberg
DEST063,O3,1996,39.526,ug/m3,Background,urban,ST,Stendal,Stendal
DEST072,O3,2007,48.278,ug/m3,Background,suburban,ST,Halle (Saale),Halle (Saale)
DEST063,O3,1997,42.644,ug/m3,Background,urban,ST,Stendal,Stendal
DEBB050,O3,2002,48.313,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin
DENW063,O3,2004,53.566,ug/m3,Background,rural,NW,Lippe,Horn-Bad Meinberg
DENW066,O3,2003,39.255,ug/m3,Background,rural,NW,Viersen,Nettetal
DESH004,O3,1995,54.444,ug/m3,Background,suburban,SH,Stormarn,Bargteheide
DEUB002,O3,2000,67.163,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DEUB031,O3,2004,63.509,ug/m3,Background,rural,SN,Görlitz,Zittau
DESN002,O3,1999,40.41,ug/m3,Traffic,urban,SN,Erzgebirgskreis,Aue
DENW182,O3,2006,48.443,ug/m3,Industrial,rural,NW,Rhein-Erft-Kreis,Elsdorf
DENW093,O3,2000,38.509,ug/m3,Background,rural,NW,Steinfurt,Ladbergen
DEST022,O3,2000,37.398,ug/m3,Background,urban,ST,Halle (Saale),Halle (Saale)
DENW133,O3,2006,27.09,ug/m3,Traffic,urban,NW,Hagen,Hagen
DENW093,O3,2008,33.043,ug/m3,Background,rural,NW,Steinfurt,Ladbergen
DEST063,O3,2000,42.01,ug/m3,Background,urban,ST,Stendal,Stendal
DEST025,O3,1996,36.312,ug/m3,Background,urban,ST,Saalekreis,Merseburg
DENW192,O3,2006,42.717,ug/m3,Background,suburban,NW,Rhein-Erft-Kreis,Pulheim
DERP003,O3,1992,26.883,ug/m3,Traffic,urban,RP,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DEBB048,O3,2009,51.565,ug/m3,Background,suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,O3,2010,53.506,ug/m3,Background,suburban,BB,Ostprignitz-Ruppin,Neuruppin
DENW050,O3,1995,31.334,ug/m3,Background,suburban,NW,Rhein-Kreis Neuss,Dormagen
DENW018,O3,1991,31.02,ug/m3,Background,suburban,NW,Recklinghausen,Herten
DENW075,O3,2000,40.156,ug/m3,Background,rural,NW,Olpe,Finnentrop
DENW076,O3,1991,29.887,ug/m3,Background,rural,NW,Steinfurt,Ladbergen
DEBB032,O3,1999,52.056,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt
DENW051,O3,2000,32.008,ug/m3,Background,suburban,NW,Mettmann,Langenfeld (Rhld.)
DEUB031,O3,2001,52.637,ug/m3,Background,rural,SN,Görlitz,Zittau
DEUB039,O3,1999,54.434,ug/m3,Background,rural,BB,Oder-Spree,Schlaubetal
DEUB040,O3,2004,52.162,ug/m3,Background,rural,BB,Barnim,Joachimsthal (Schorfheide)
DESN036,O3,1998,41.493,ug/m3,Background,urban,SN,Sächsische Schweiz-Osterzgebirge,Pirna
DESN036,O3,1999,40.781,ug/m3,Background,urban,SN,Sächsische Schweiz-Osterzgebirge,Pirna
DENW174,O3,2005,29.408,ug/m3,Industrial,urban,NW,Ennepe-Ruhr-Kreis,Witten
DEUB003,O3,1996,73.107,ug/m3,Background,rural,BY,Freyung-Grafenau,Schönberg
DETH016,O3,1998,46.964,ug/m3,Background,urban,TH,Ilm-Kreis,Arnstadt
DENW180,O3,2005,19.115,ug/m3,Industrial,suburban,NW,Rhein-Kreis Neuss,Grevenbroich
DEBB053,O3,2004,55.686,ug/m3,Background,rural,BB,Märkisch-Oderland,Märkische Schweiz
DETH063,O3,2001,47.149,ug/m3,Industrial,rural,TH,Weimarer Land,Mellingen
DESN038,O3,1995,35.898,ug/m3,Traffic,urban,SN,Vogtlandkreis,Plauen
DENW073,O3,1996,34.551,ug/m3,Background,urban,NW,Borken,Borken
DENW073,O3,1998,42.479,ug/m3,Background,urban,NW,Borken,Borken
DENW075,O3,2008,37.387,ug/m3,Background,rural,NW,Olpe,Finnentrop
DENW076,O3,1994,40.059,ug/m3,Background,rural,NW,Steinfurt,Ladbergen
DESL009,O3,1993,32.791,ug/m3,Background,urban,SL,Regionalverband Saarbrücken,Saarbrücken
DENW204,O3,2007,32.075,ug/m3,Traffic,urban,NW,Bochum,Bochum
DERP003,O3,1990,33.526,ug/m3,Traffic,urban,RP,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DEST070,O3,1996,55.916,ug/m3,Background,rural,ST,Harz,Harzgerode
DEST070,O3,2002,59.889,ug/m3,Background,rural,ST,Harz,Harzgerode
DERP008,O3,1997,33.126,ug/m3,Traffic,urban,RP,Mainz,Mainz
DEUB006,O3,1993,53.39,ug/m3,Background,rural,SH,Rendsburg-Eckernförde,Mittelholstein
DEUB006,O3,1997,52.15,ug/m3,Background,rural,SH,Rendsburg-Eckernförde,Mittelholstein
DEST080,O3,2005,44.73,ug/m3,Industrial,suburban,ST,Saalekreis,Schkopau
DESN002,O3,1996,33.462,ug/m3,Traffic,urban,SN,Erzgebirgskreis,Aue
DESN005,O3,1997,42.702,ug/m3,Background,suburban,SN,Leipzig,Böhlen
DESN002,O3,2001,39.291,ug/m3,Traffic,urban,SN,Erzgebirgskreis,Aue
DERP020,O3,1999,25.362,ug/m3,Traffic,urban,RP,Trier,Trier
DETH055,O3,1995,41.209,ug/m3,Background,urban,TH,Unstrut-Hainich-Kreis,Mühlhausen/Thüringen
DEBB064,O3,2007,52.666,ug/m3,Background,urban,BB,Cottbus,Cottbus
DERP020,O3,2000,25.679,ug/m3,Traffic,urban,RP,Trier,Trier
DEBB064,O3,2012,52.706,ug/m3,Background,urban,BB,Cottbus,Cottbus
DEBB007,O3,2011,51.049,ug/m3,Background,suburban,BB,Elbe-Elster,Elsterwerda
DETH064,O3,2001,43.507,ug/m3,Background,urban,TH,Weimar,Weimar
DEST070,O3,1997,58.278,ug/m3,Background,rural,ST,Harz,Harzgerode
DEUB007,O3,1992,42.688,ug/m3,Background,rural,NI,Diepholz,Bassum
DENW063,O3,1995,50.9,ug/m3,Background,rural,NW,Lippe,Horn-Bad Meinberg
DENW093,O3,2006,47.332,ug/m3,Background,rural,NW,Steinfurt,Ladbergen
DEST072,O3,1996,41.661,ug/m3,Background,suburban,ST,Halle (Saale),Halle (Saale)
DENW066,O3,2000,38.366,ug/m3,Background,rural,NW,Viersen,Nettetal
DENW066,O3,2008,36.482,ug/m3,Background,rural,NW,Viersen,Nettetal
DEUB033,O3,1994,46.388,ug/m3,Background,rural,SN,Nordsachsen,Torgau
DEUB033,O3,1998,49.341,ug/m3,Background,rural,SN,Nordsachsen,Torgau
DEBB067,O3,2010,51.715,ug/m3,Background,suburban,BB,Havelland,Nauen
DEUB034,O3,2000,54.853,ug/m3,Background,rural,SH,Pinneberg,Helgoland
DEST027,O3,1993,36.604,ug/m3,Background,urban,ST,Burgenlandkreis,Weißenfels
DESN014,O3,1999,42.842,ug/m3,Background,urban,SN,Dresden,Dresden
DESN014,O3,2003,48.35,ug/m3,Background,urban,SN,Dresden,Dresden
DENW093,O3,1999,36.772,ug/m3,Background,rural,NW,Steinfurt,Ladbergen
DEST073,O3,1999,36.275,ug/m3,Traffic,urban,ST,Dessau-Roßlau,Dessau-Roßlau
DEUB022,O3,1992,48.847,ug/m3,Background,rural,BB,Uckermark,Angermünde
DEUB022,O3,1996,52.403,ug/m3,Background,rural,BB,Uckermark,Angermünde
DEST052,O3,1998,45.629,ug/m3,Background,suburban,ST,Mansfeld-Südharz,Hettstedt
DENW181,O3,2006,56.787,ug/m3,Industrial,urban,NW,Soest,Warstein
DEUB009,O3,1998,54.708,ug/m3,Background,rural,NW,Märkischer Kreis,Meinerzhagen
DEUB025,O3,1995,52.276,ug/m3,Background,rural,BB,Oder-Spree,Rietz-Neuendorf
DEUB018,O3,1996,43.551,ug/m3,Background,rural,HE,Werra-Meißner-Kreis,Herleshausen
DEUB012,O3,1998,53.651,ug/m3,Background,rural,BW,Tübingen,Rottenburg am Neckar
DEST072,O3,2006,47.834,ug/m3,Background,suburban,ST,Halle (Saale),Halle (Saale)
DENW004,O3,2002,29.84,ug/m3,Background,suburban,NW,Recklinghausen,Castrop-Rauxel
DEUB036,O3,1997,41.409,ug/m3,Background,rural,BY,Garmisch-Partenkirchen,Murnau a. Staffelsee
DERP003,O3,1997,31.851,ug/m3,Traffic,urban,RP,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DEUB027,O3,1996,49.145,ug/m3,Background,rural,MV,Rostock,Teterow
DEUB012,O3,1997,56.045,ug/m3,Background,rural,BW,Tübingen,Rottenburg am Neckar
DESL008,O3,1993,41.52,ug/m3,Background,rural,RP,Trier-Saarburg,Hermeskeil
DERP020,O3,1993,25.976,ug/m3,Traffic,urban,RP,Trier,Trier
DEUB002,O3,1993,59.162,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DEUB013,O3,1990,42.003,ug/m3,Background,rural,BY,Ansbach (Kreisfreie Stadt),Ansbach
DEUB002,O3,2003,72.297,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DEST072,O3,2008,45.801,ug/m3,Background,suburban,ST,Halle (Saale),Halle (Saale)
DEST072,O3,2009,44.871,ug/m3,Background,suburban,ST,Halle (Saale),Halle (Saale)
DESH007,O3,1994,31.213,ug/m3,Traffic,urban,SH,Kiel,Kiel
DEBE051,O3,1999,44.808,ug/m3,Background,suburban,BE,Berlin,Berlin
DEBE051,O3,2012,46.648,ug/m3,Background,suburban,BE,Berlin,Berlin
DEBE027,O3,1990,45.41,ug/m3,Industrial,rural,BE,Berlin,Berlin
DESN006,O3,1998,36.159,ug/m3,Traffic,urban,SN,Leipzig,Borna
DESN006,O3,2000,35.278,ug/m3,Traffic,urban,SN,Leipzig,Borna
DEBB029,O3,1995,52.401,ug/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder
DEBB029,O3,1999,53.636,ug/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder
DEBB029,O3,2009,48.187,ug/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder
DEBB029,O3,2010,52.654,ug/m3,Industrial,suburban,BB,Uckermark,Schwedt/Oder
DEBB042,O3,1999,48.361,ug/m3,Background,suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB042,O3,2005,48.971,ug/m3,Background,suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB042,O3,2011,51.946,ug/m3,Background,suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB050,O3,2003,55.15,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin
DEUB017,O3,1995,38.168,ug/m3,Background,rural,BY,Hof,Regnitzlosau
DEUB002,O3,1988,72.131,ug/m3,Background,rural,RP,Bernkastel-Wittlich,Thalfang am Erbeskopf
DEBB050,O3,2006,54.652,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin
DEBB050,O3,2007,50.173,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin
DERP020,O3,1997,24.857,ug/m3,Traffic,urban,RP,Trier,Trier
DEUB003,O3,1999,81.372,ug/m3,Background,rural,BY,Freyung-Grafenau,Schönberg
DENW073,O3,1991,40.367,ug/m3,Background,urban,NW,Borken,Borken
DENW073,O3,1995,36.506,ug/m3,Background,urban,NW,Borken,Borken
DENW075,O3,2003,47.555,ug/m3,Background,rural,NW,Olpe,Finnentrop
DETH021,O3,1999,42.053,ug/m3,Traffic,urban,TH,Unstrut-Hainich-Kreis,Mühlhausen/Thüringen
DETH021,O3,2000,41.392,ug/m3,Traffic,urban,TH,Unstrut-Hainich-Kreis,Mühlhausen/Thüringen
DETH021,O3,2003,45.499,ug/m3,Traffic,urban,TH,Unstrut-Hainich-Kreis,Mühlhausen/Thüringen
DESL008,O3,1992,39.283,ug/m3,Background,rural,RP,Trier-Saarburg,Hermeskeil
DESN036,O3,1997,33.149,ug/m3,Background,urban,SN,Sächsische Schweiz-Osterzgebirge,Pirna
DETH025,O3,2008,43.275,ug/m3,Background,urban,TH,Schmalkalden-Meiningen,Meiningen
DEBB066,O3,2004,53.823,ug/m3,Background,rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEUB020,O3,1995,52.945,ug/m3,Background,rural,MV,Schwerin,Schwerin
