Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV058","Neubrandenburg Woldegker Straße","SPO.DE_DEMV058_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2022","0.258","mg/m3","99.09","1","Traffic","Urban","13.2679","53.5588","16.0","Neubrandenburg                                                                  ","DE064C1                                           ","63761","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV058_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV058","Neubrandenburg Woldegker Straße","SPO.DE_DEMV058_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2024","0.272","mg/m3","99.15","3","Traffic","Urban","13.2679","53.5588","16.0","Neubrandenburg                                                                  ","DE064C1                                           ","63761","E2a/UTD AQ e-Reporting","02/01/2025 21:24:24","",""
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV004","Gülzow","SPO.DE_DEMV004_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2017","0.200","mg/m3","99.01","1","Background","Rural","12.0647","53.8178","17.0","","","","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV004_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV023","Schwerin-Obotritenring","SPO.DE_DEMV023_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2015","0.284","mg/m3","99.25","1","Traffic","Urban","11.3983","53.6318","58.0","Schwerin                                                                        ","DE031C1                                           ","95653","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV023_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI048","Hannover Verkehr","SPO.DE_DENI048_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2013","0.386","mg/m3","98.36","1","Traffic","Urban","9.7155","52.3595","66.0","Hannover                                                                        ","DE013C1                                           ","536925","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI048_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI048","Hannover Verkehr","SPO.DE_DENI048_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2014","0.428","mg/m3","98.72","1","Traffic","Urban","9.7155","52.3595","66.0","Hannover                                                                        ","DE013C1                                           ","536925","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI048_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI048","Hannover Verkehr","SPO.DE_DENI048_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2015","0.349","mg/m3","98.29","1","Traffic","Urban","9.7155","52.3595","66.0","Hannover                                                                        ","DE013C1                                           ","536925","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI048_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI143","Oldenburg Heiligengeistwall","SPO.DE_DENI143_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2016","0.481","mg/m3","98.74","1","Traffic","Urban","8.2121","53.1428","8.0","Oldenburg (Oldenburg)                                                           ","DE520C1                                           ","169077","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI143_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI143","Oldenburg Heiligengeistwall","SPO.DE_DENI143_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2017","0.464","mg/m3","95.95","1","Traffic","Urban","8.2121","53.1428","8.0","Oldenburg (Oldenburg)                                                           ","DE520C1                                           ","169077","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI143_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI143","Oldenburg Heiligengeistwall","SPO.DE_DENI143_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2019","0.397","mg/m3","97.87","1","Traffic","Urban","8.2121","53.1428","8.0","Oldenburg (Oldenburg)                                                           ","DE520C1                                           ","169077","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI143_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_HH","Behörde für Umwelt, Klima, Energie und Agrarwirtschaft","DEHH068","Hamburg Habichtstraße","SPO.DE_DEHH068_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2014","0.494","mg/m3","97.84","1","Traffic","Urban","10.0539","53.5923","12.0","Hamburg                                                                         ","DE002C1                                           ","1847253","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEHH068_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_HH","Behörde für Umwelt, Klima, Energie und Agrarwirtschaft","DEHH068","Hamburg Habichtstraße","SPO.DE_DEHH068_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2018","0.433","mg/m3","99.49","1","Traffic","Urban","10.0539","53.5923","12.0","Hamburg                                                                         ","DE002C1                                           ","1847253","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEHH068_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV022","Rostock-Holbeinplatz","SPO.DE_DEMV022_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2019","0.282","mg/m3","98.97","1","Traffic","Urban","12.0996","54.0926","9.0","Rostock                                                                         ","DE043C1                                           ","209191","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV022_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI070","Salzgitter-Drütte","SPO.DE_DENI070_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2013","0.248","mg/m3","98.41","1","Industrial","Rural","10.4559","52.1537","93.0","Salzgitter                                                                      ","DE536C1                                           ","104291","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI070_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI070","Salzgitter-Drütte","SPO.DE_DENI070_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2014","0.233","mg/m3","98.41","1","Industrial","Rural","10.4559","52.1537","93.0","Salzgitter                                                                      ","DE536C1                                           ","104291","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI070_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI070","Salzgitter-Drütte","SPO.DE_DENI070_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2020","0.206","mg/m3","97.55","1","Industrial","Rural","10.4559","52.1537","93.0","Salzgitter                                                                      ","DE536C1                                           ","104291","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI070_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI070","Salzgitter-Drütte","SPO.DE_DENI070_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2021","0.223","mg/m3","98.76","1","Industrial","Rural","10.4559","52.1537","93.0","Salzgitter                                                                      ","DE536C1                                           ","104291","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI070_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV058","Neubrandenburg Woldegker Straße","SPO.DE_DEMV058_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2019","0.245","mg/m3","90.62","1","Traffic","Urban","13.2679","53.5588","16.0","Neubrandenburg                                                                  ","DE064C1                                           ","63761","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV058_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV058","Neubrandenburg Woldegker Straße","SPO.DE_DEMV058_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2021","0.250","mg/m3","98.97","1","Traffic","Urban","13.2679","53.5588","16.0","Neubrandenburg                                                                  ","DE064C1                                           ","63761","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV058_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV059","Schwerin Obotr. West","SPO.DE_DEMV059_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2022","0.265","mg/m3","97.61","1","Traffic","Urban","11.3979","53.6305","56.0","Schwerin                                                                        ","DE031C1                                           ","95653","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV059_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_HH","Behörde für Umwelt, Klima, Energie und Agrarwirtschaft","DEHH068","Hamburg Habichtstraße","SPO.DE_DEHH068_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2020","0.320","mg/m3","99.34","1","Traffic","Urban","10.0539","53.5923","12.0","Hamburg                                                                         ","DE002C1                                           ","1847253","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEHH068_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI071","Barbis-Verkehr","SPO.DE_DENI071_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2014","0.402","mg/m3","98.42","1","Traffic","Suburban","10.4228","51.6137","273.0","","","","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI071_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI071","Barbis-Verkehr","SPO.DE_DENI071_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2016","0.319","mg/m3","99.19","1","Traffic","Suburban","10.4228","51.6137","273.0","","","","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI071_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_HH","Behörde für Umwelt, Klima, Energie und Agrarwirtschaft","DEHH068","Hamburg Habichtstraße","SPO.DE_DEHH068_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2025","0.199","mg/m3","0.50","3","Traffic","Urban","10.0539","53.5923","12.0","Hamburg                                                                         ","DE002C1                                           ","1847253","E2a/UTD AQ e-Reporting","02/01/2025 21:24:24","",""
"Germany","NET.DE_HH","Behörde für Umwelt, Klima, Energie und Agrarwirtschaft","DEHH070","Hamburg Max-Brauer-Allee II (Straße)","SPO.DE_DEHH070_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2022","0.297","mg/m3","99.21","1","Traffic","Urban","9.9430","53.5557","25.0","Hamburg                                                                         ","DE002C1                                           ","1847253","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEHH070_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_HH","Behörde für Umwelt, Klima, Energie und Agrarwirtschaft","DEHH070","Hamburg Max-Brauer-Allee II (Straße)","SPO.DE_DEHH070_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2024","0.277","mg/m3","97.80","3","Traffic","Urban","9.9430","53.5557","25.0","Hamburg                                                                         ","DE002C1                                           ","1847253","E2a/UTD AQ e-Reporting","02/01/2025 21:24:24","",""
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV023","Schwerin-Obotritenring","SPO.DE_DEMV023_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2016","0.273","mg/m3","99.26","1","Traffic","Urban","11.3983","53.6318","58.0","Schwerin                                                                        ","DE031C1                                           ","95653","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV023_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI157","Wolfsburg Heßlinger Straße","SPO.DE_DENI157_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2016","0.366","mg/m3","98.05","1","Traffic","Urban","10.7937","52.4279","61.0","Wolfsburg                                                                       ","DE526C1                                           ","124371","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI157_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI157","Wolfsburg Heßlinger Straße","SPO.DE_DENI157_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2020","0.269","mg/m3","97.85","1","Traffic","Urban","10.7937","52.4279","61.0","Wolfsburg                                                                       ","DE526C1                                           ","124371","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI157_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_HH","Behörde für Umwelt, Klima, Energie und Agrarwirtschaft","DEHH070","Hamburg Max-Brauer-Allee II (Straße)","SPO.DE_DEHH070_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2015","0.515","mg/m3","99.73","1","Traffic","Urban","9.9430","53.5557","25.0","Hamburg                                                                         ","DE002C1                                           ","1847253","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEHH070_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV025","Stralsund-Knieperdamm","SPO.DE_DEMV025_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2019","0.242","mg/m3","97.93","1","Traffic","Urban","13.0810","54.3192","8.0","Stralsund                                                                       ","DE071C1                                           ","59418","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV025_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV025","Stralsund-Knieperdamm","SPO.DE_DEMV025_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2021","0.247","mg/m3","98.94","1","Traffic","Urban","13.0810","54.3192","8.0","Stralsund                                                                       ","DE071C1                                           ","59418","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV025_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV025","Stralsund-Knieperdamm","SPO.DE_DEMV025_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2022","0.214","mg/m3","98.98","1","Traffic","Urban","13.0810","54.3192","8.0","Stralsund                                                                       ","DE071C1                                           ","59418","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV025_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV025","Stralsund-Knieperdamm","SPO.DE_DEMV025_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2024","0.235","mg/m3","99.19","3","Traffic","Urban","13.0810","54.3192","8.0","Stralsund                                                                       ","DE071C1                                           ","59418","E2a/UTD AQ e-Reporting","02/01/2025 21:24:24","",""
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV022","Rostock-Holbeinplatz","SPO.DE_DEMV022_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2016","0.331","mg/m3","99.24","1","Traffic","Urban","12.0996","54.0926","9.0","Rostock                                                                         ","DE043C1                                           ","209191","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV022_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI048","Hannover Verkehr","SPO.DE_DENI048_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2023","0.291","mg/m3","98.81","1","Traffic","Urban","9.7155","52.3595","66.0","Hannover                                                                        ","DE013C1                                           ","536925","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI048_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI070","Salzgitter-Drütte","SPO.DE_DENI070_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2024","0.209","mg/m3","90.87","3","Industrial","Rural","10.4559","52.1537","93.0","Salzgitter                                                                      ","DE536C1                                           ","104291","E2a/UTD AQ e-Reporting","02/01/2025 21:24:24","",""
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI075","Braunschweig-Verkehr","SPO.DE_DENI075_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2017","0.414","mg/m3","98.15","1","Traffic","Urban","10.5406","52.2667","81.0","Braunschweig                                                                    ","DE506C1                                           ","249406","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI075_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI075","Braunschweig-Verkehr","SPO.DE_DENI075_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2018","0.384","mg/m3","97.45","1","Traffic","Urban","10.5406","52.2667","81.0","Braunschweig                                                                    ","DE506C1                                           ","249406","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI075_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI075","Braunschweig-Verkehr","SPO.DE_DENI075_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2019","0.384","mg/m3","97.34","1","Traffic","Urban","10.5406","52.2667","81.0","Braunschweig                                                                    ","DE506C1                                           ","249406","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI075_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI048","Hannover Verkehr","SPO.DE_DENI048_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2021","0.347","mg/m3","98.89","1","Traffic","Urban","9.7155","52.3595","66.0","Hannover                                                                        ","DE013C1                                           ","536925","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI048_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_HH","Behörde für Umwelt, Klima, Energie und Agrarwirtschaft","DEHH059","Hamburg Wilhelmsburg","SPO.DE_DEHH059_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2014","0.320","mg/m3","17.63","1","Background","Urban","9.9906","53.5079","3.0","Hamburg                                                                         ","DE002C1                                           ","1847253","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEHH059_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI071","Barbis-Verkehr","SPO.DE_DENI071_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2017","0.305","mg/m3","97.47","1","Traffic","Suburban","10.4228","51.6137","273.0","","","","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI071_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI067","Osnabrück-Verkehr","SPO.DE_DENI067_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2019","0.420","mg/m3","98.41","1","Traffic","Urban","8.0415","52.2703","69.0","Osnabrück                                                                       ","DE517C1                                           ","165251","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI067_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI067","Osnabrück-Verkehr","SPO.DE_DENI067_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2024","0.403","mg/m3","98.84","3","Traffic","Urban","8.0415","52.2703","69.0","Osnabrück                                                                       ","DE517C1                                           ","165251","E2a/UTD AQ e-Reporting","02/01/2025 21:24:24","",""
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV059","Schwerin Obotr. West","SPO.DE_DEMV059_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2021","0.270","mg/m3","99.14","1","Traffic","Urban","11.3979","53.6305","56.0","Schwerin                                                                        ","DE031C1                                           ","95653","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV059_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_MV","Landesamt für Umwelt, Naturschutz und Geologie, Mecklenburg-Vorpommern","DEMV023","Schwerin-Obotritenring","SPO.DE_DEMV023_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2017","0.251","mg/m3","99.30","1","Traffic","Urban","11.3983","53.6318","58.0","Schwerin                                                                        ","DE031C1                                           ","95653","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DEMV023_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI048","Hannover Verkehr","SPO.DE_DENI048_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2017","0.388","mg/m3","97.32","1","Traffic","Urban","9.7155","52.3595","66.0","Hannover                                                                        ","DE013C1                                           ","536925","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI048_CO_dataGroup1.parquet","hour"
"Germany","NET.DE_NI","Staatliches Gewerbeaufsichtsamt Hildesheim","DENI048","Hannover Verkehr","SPO.DE_DENI048_CO_dataGroup1","CO","Carbon monoxide (air)","P1Y","Annual mean / 1 calendar year","2018","0.360","mg/m3","97.23","1","Traffic","Urban","9.7155","52.3595","66.0","Hannover                                                                        ","DE013C1                                           ","536925","E1a/validated data AQ e-Reporting","02/01/2025 21:24:24","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/DE/SPO.DE_DENI048_CO_dataGroup1.parquet","hour"
