154004;Bedburg-Hau;26;12;7;4;3;;;;;;;;;;;;;;;;;;;;;;
954016;Hattingen, Stadt;46;15;19;6;2;3;;;;;;;;;;;;1;;;;;;;;;
954020;Herdecke, Stadt;38;11;16;5;3;3;;;;;;;;;;;;;;;;;;;;;
954024;Schwelm, Stadt;38;11;12;3;3;2;;;;;;;;;;;;;;;4;3;0;;;;
954028;Sprockh vel, Stadt;40;12;16;5;3;1;;;;;;;;;;;;1;;;;2;;;;;
954032;Wetter (Ruhr), Stadt;36;8;17;5;2;;;;;;;;;;;;2;;;;;1;1;;;;
954036;Witten, Stadt;72;17;25;9;2;4;;;;;;;;2;;;;2;;;;7;2;1;1;;
958004;Arnsberg, Stadt;48;22;14;4;3;2;;;;;;;;;;;2;1;;;;;;;;;
958008;Bestwig;28;16;11;;;;;;;;;;;;;;;1;;;;;;;;;
958012;Brilon, Stadt;38;19;14;;2;1;;;;;;;;;;;;;;;;2;;;;;
958016;Eslohe (Sauerland);32;20;7;;5;;;;;;;;;;;;;;;;;;;;;;
958020;Hallenberg, Stadt;20;15;2;;;;;;;;;;;;;;;;;;;3;;;;;
958024;Marsberg, Stadt;34;15;13;2;;1;;;;;;;;;;;;;;;;3;;;;;
958028;Medebach, Stadt;26;17;3;;2;;;;;;;;;;;;;;;;;4;;;;;
958032;Meschede, Stadt;38;19;10;2;2;;;;;;;;;;;;;;;;;4;1;;;;
958036;Olsberg, Stadt;32;18;11;3;;;;;;;;;;;;;;;;;;;;;;;
958040;Schmallenberg, Stadt;38;21;4;3;;;;;;;;;;;;;;;;;;5;5;;;;
958044;Sundern (Sauerland), Stadt;40;18;9;3;4;1;;;;;;;;;;;;;;;;5;;;;;
958048;Winterberg, Stadt;32;17;13;;2;;;;;;;;;;;;;;;;;;;;;;
962004;Altena, Stadt;32;15;9;4;1;2;;;;;;;;;;;;;;;;1;;;;;
962008;Balve, Stadt;32;18;5;;;;;;;;;;;;;;;;;;;9;;;;;
962012;Halver, Stadt;34;11;10;5;2;;;;;;;;;;;;;;;;;6;;;;;
962016;Hemer, Stadt;42;20;11;;2;1;;;;;;;;;;;;;;;;4;4;;;;
962020;Herscheid;22;9;8;1;1;;;;;;;;;;;;;;;;;3;;;;;
962024;Iserlohn, Stadt;50;20;16;3;2;4;;;;;;;;;;;3;1;;;;1;;;;;
962028;Kierspe, Stadt;36;13;10;3;2;;;;;;;;;;;;;;;;;6;2;;;;
962032;L denscheid, Stadt;48;16;21;4;2;2;;1;;;;;;;;;;;;;;2;;;;;0
962036;Meinerzhagen, Stadt;38;17;9;3;4;1;;;;;;;;;;;;1;;;;3;;;;;
962040;Menden (Sauerland), Stadt;48;22;13;6;3;2;;;;;;;;;;;;;;;;1;1;;;;0
962044;Nachrodt-Wiblingwerde;22;8;9;;;;;;;;;;;;;;;;;;;5;;;;;
962048;Neuenrade, Stadt;32;20;6;1;1;;;;;;;;;;;;;;;;;4;;;;;
962052;Plettenberg, Stadt;36;13;15;1;3;;;;;;;;;;;;1;;;;;3;;;;;
962056;Schalksm hle;28;6;7;;3;;;;;;;;;;;;;;;;;12;;;;;
962060;Werdohl, Stadt;32;13;12;;2;;;;;;;;;;;;;;;;;5;;;;;
966004;Attendorn, Stadt;38;15;18;1;1;;;;;;;;;;;;;;;;;3;;;;;
966008;Drolshagen, Stadt;26;12;5;;;;;;;;;;;;;;;;;;;4;5;;;;
966012;Finnentrop;34;21;6;;;;;;;;;;;;;;;;;;;3;4;;;;
966016;Kirchhundem;26;14;5;2;;;;;;;;;;;;;;;;;;5;;;;;
966020;Lennestadt, Stadt;38;20;11;4;;;;;;;;;;;;;;;;;;3;0;;;;
966024;Olpe, Stadt;42;20;7;3;3;;;;;;;;;;;;;;;;;9;;;;;
966028;Wenden;34;19;8;3;;;;;;;;;;;;;;;;;;4;;;;;
970004;Bad Berleburg, Stadt;32;13;13;2;1;1;;;;;;;;;;;;;;;;2;;;;;
970008;Burbach;32;19;10;3;;;;;;;;;;;;;;;;;;;;;;;
970012;Erndtebr ck;22;8;8;;3;;;;;;;;;;;;;;;;;3;;;;;
970016;Freudenberg, Stadt;34;12;14;3;2;;;;;;;;;;;;;;;;;3;;;;;
970020;Hilchenbach, Stadt;40;8;15;5;3;;;;;;;;;;;;;;;;;8;;;;;1
970024;Kreuztal, Stadt;38;11;19;4;2;;;;;;;;;;;;;;;;;2;;;;;
970028;Bad Laasphe, Stadt;32;12;13;3;4;;;;;;;;;;;;;;;;;;;;;;
970032;Netphen, Stadt;34;15;10;2;1;1;;;;;;;;;;;;;;;;5;;;;;
970036;Neunkirchen;28;10;10;2;2;;;;;;;;;;;;;;;;;4;;;;;
970040;Siegen, Stadt;66;23;19;8;4;4;;;;;;;;;;;3;;;;;5;;;;;
970044;Wilnsdorf;34;18;9;3;;;;;;;;;;;;;;;;;;4;;;;;
974004;Anr chte;26;14;7;3;2;;;;;;;;;;;;;;;;;;;;;;
974008;Bad Sassendorf;30;13;10;3;2;;;;;;;;;;;;;;;;;2;;;;;
974012;Ense;26;11;7;2;2;;;;;;;;;;;;;;;;;3;;;;;1
974016;Erwitte, Stadt;34;13;11;;7;;;;;;;;;;;;;;;;;3;;;;;
974020;Geseke, Stadt;36;18;10;;3;;;;;;;;;;;;;;;;;5;;;;;
974024;Lippetal;30;18;9;;;;;;;;;;;;;;;;;;;3;;;;;
974028;Lippstadt, Stadt;50;19;17;4;2;2;;;;;;;;;;;;;;;;3;3;;;;
974032;M hnesee;30;13;6;3;1;;;;;;;;;;;;;;;;;7;;;;;
974036;R then, Stadt;28;15;6;;2;;;;;;;;;;;;;;;;;5;;;;;
974040;Soest, Stadt;50;18;13;4;2;2;;;;;;;;;4;;1;1;;;;3;2;;;;
974044;Warstein, Stadt;36;16;10;;1;1;;;;;;;;;;;;;;;;5;3;;;;
974048;Welver;26;9;10;3;2;;;;;;;;;;;;;;;;;2;;;;;
974052;Werl, Stadt;40;17;12;4;1;;;;;;;;;;;;;;;;;4;2;;;;
974056;Wickede (Ruhr);32;15;10;2;2;;;;;;;;;;;;;;;;;3;;;;;
978004;Bergkamen, Stadt;44;11;26;4;1;;;;;;;;;;;;;;;;;2;;;;;
978008;B nen;32;9;15;4;1;1;;;;;;;;;;;;;;;;2;;;;;
978012;Fr ndenberg / Ruhr, Stadt;34;12;14;4;1;1;;;;;;;;;;;;;;;;2;;;;;
978016;Holzwickede;40;9;14;5;4;;;;;;;;;;;;;;;;;8;;;;;
978020;Kamen, Stadt;40;10;22;4;1;2;;;;;;;;;;;;;0;;;1;;;;;
978024;L nen, Stadt;54;13;22;4;2;2;;;;;;;;;;;;1;;;;9;1;0;;;
978028;Schwerte, Stadt;38;14;14;5;1;2;;;;;;;;;;;;;;;;2;;;;;
978032;Selm, Stadt;32;10;11;2;1;2;;;;;;;;;;;;;;;;6;;;;;
978036;Unna, Stadt;52;15;21;7;2;2;;;;;;;;;;;;2;;;;3;;;;;
978040;Werne, Stadt;38;16;11;5;3;1;;;;;;;;;;;;;;;;2;;;;;
