Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Germany","NET.DE_NW","Jürgen Friesel","DENW071","Düsseldorf-Lörick","SPO-DENW071_00001_600","SO2","Sulphur dioxide (air)","P1Y-hr-per50","1 year 50 percentile","1990","17.000","ug/m3","94.43","","Background","urban","6.7324","51.2492","38.0","Düsseldorf                                                                      ","DE011C1                                           ","621877","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP009","Mainz-Zitadelle","SPO-DERP009_00001_600","SO2","Sulphur dioxide (air)","P1Y-hr-per50","1 year 50 percentile","1990","11.000","ug/m3","90.99","","Background","urban","8.2740","49.9950","100.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP009","Mainz-Zitadelle","SPO-DERP009_00001_600","SO2","Sulphur dioxide (air)","P1Y-hrsAbove350","1 year hour exceed 350","1990","2.000","count","90.99","","Background","urban","8.2740","49.9950","100.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP003","Ludwigshafen-Mundenheim","SPO.DE_DERP003_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","0.000","count","94.52","","Traffic","urban","8.4259","49.4555","98.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP009","Mainz-Zitadelle","SPO-DERP009_00008_600","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","1990","216.000","ug/m3","93.14","","Background","urban","8.2740","49.9950","100.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO-DERP001_00001_120","SO2","Sulphur dioxide (air)","P1Y-hr-max","1 year hour max","1990","750.000","ug/m3","93.81","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO-DERP001_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","9.708","ug/m3","93.15","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO-DERP001_00008_600","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","1990","206.000","ug/m3","95.95","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP019","Kaiserslautern-Rathausplatz","SPO-DERP019_00008_600","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","1990","146.000","ug/m3","95.29","","Background","urban","7.7673","49.4460","232.0","Kaiserslautern                                                                  ","DE044C1                                           ","100030","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP009","Mainz-Zitadelle","SPO-DERP009_00008_600","NO2","Nitrogen dioxide (air)","P1Y-hrsAbove200","1 year hour exceed 200","1990","8.000","count","93.14","","Background","urban","8.2740","49.9950","100.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO.DE_DERP001_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","9.708","ug/m3","93.15","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP018","Speyer-St.-Guido-Stifts-Platz","SPO-DERP018_00001_100","SO2","Sulphur dioxide (air)","P1Y-day-max","1 year day max","1990","113.458","ug/m3","95.07","","Traffic","urban","8.4350","49.3188","110.0","Speyer                                                                          ","DE080C1                                           ","50561","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW067","Bielefeld-Ost","SPO.DE_DENW067_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","1990","138.000","ug/m3","78.16","","Background","urban","8.5484","52.0232","106.0","Bielefeld                                                                       ","DE017C1                                           ","334195","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP018","Speyer-St.-Guido-Stifts-Platz","SPO-DERP018_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-max-per99.18","1 year 99.18 percentile of daily maximum","1990","77.708","ug/m3","95.07","","Traffic","urban","8.4350","49.3188","110.0","Speyer                                                                          ","DE080C1                                           ","50561","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW034","Duisburg-Walsum","SPO.DE_DENW034_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-day-max4","1 year day max 4","1990","96.917","ug/m3","92.60","","Industrial","urban","6.7484","51.5240","17.0","Duisburg                                                                        ","DE501C1                                           ","498686","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP019","Kaiserslautern-Rathausplatz","SPO.DE_DERP019_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","50.988","ug/m3","95.29","","Background","urban","7.7673","49.4460","232.0","Kaiserslautern                                                                  ","DE044C1                                           ","100030","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP018","Speyer-St.-Guido-Stifts-Platz","SPO-DERP018_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-max4","1 year day max 4","1990","77.708","ug/m3","95.07","","Traffic","urban","8.4350","49.3188","110.0","Speyer                                                                          ","DE080C1                                           ","50561","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP009","Mainz-Zitadelle","SPO.DE_DERP009_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-hr-max25","1 year hour max 25","1990","158.000","ug/m3","90.99","","Background","urban","8.2740","49.9950","100.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP007","Mainz-Mombach","SPO.DE_DERP007_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y-hrsAbove200","1 year hour exceed 200","1990","13.000","count","90.38","","Background","urban","8.2168","50.0176","115.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW071","Düsseldorf-Lörick","SPO.DE_DENW071_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y-day-max","1 year day max","1990","79.565","ug/m3","87.40","","Background","urban","6.7324","51.2492","38.0","Düsseldorf                                                                      ","DE011C1                                           ","621877","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP009","Mainz-Zitadelle","SPO.DE_DERP009_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","74.043","ug/m3","93.15","","Background","urban","8.2740","49.9950","100.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW053","Köln-Chorweiler","SPO.DE_DENW053_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","1990","127.000","ug/m3","86.63","","Background","urban","6.8846","51.0193","46.0","Köln                                                                            ","DE004C1                                           ","1087863","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW053","Köln-Chorweiler","SPO.DE_DENW053_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y-hrsAbove200","1 year hour exceed 200","1990","1.000","count","86.63","","Background","urban","6.8846","51.0193","46.0","Köln                                                                            ","DE004C1                                           ","1087863","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP018","Speyer-St.-Guido-Stifts-Platz","SPO-DERP018_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","12.583","ug/m3","95.07","","Traffic","urban","8.4350","49.3188","110.0","Speyer                                                                          ","DE080C1                                           ","50561","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP020","Trier-Ostallee","SPO.DE_DERP020_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","18.667","ug/m3","93.97","","Traffic","urban","6.6467","49.7542","140.0","Trier                                                                           ","DE026C1                                           ","111528","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP007","Mainz-Mombach","SPO.DE_DERP007_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-hr-max25","1 year hour max 25","1990","116.000","ug/m3","93.55","","Background","urban","8.2168","50.0176","115.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO-DERP001_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-max4","1 year day max 4","1990","61.708","ug/m3","93.15","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP020","Trier-Ostallee","SPO-DERP020_00001_600","SO2","Sulphur dioxide (air)","P1Y-hrsAbove350","1 year hour exceed 350","1990","0.000","count","95.00","","Traffic","urban","6.6467","49.7542","140.0","Trier                                                                           ","DE026C1                                           ","111528","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW034","Duisburg-Walsum","SPO.DE_DENW034_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","34.709","ug/m3","90.45","","Industrial","urban","6.7484","51.5240","17.0","Duisburg                                                                        ","DE501C1                                           ","498686","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP007","Mainz-Mombach","SPO-DERP007_00001_500","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","0.000","count","91.51","","Background","urban","8.2168","50.0176","115.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO.DE_DERP001_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-hr-per50","1 year 50 percentile","1990","8.000","ug/m3","93.81","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP008","Mainz-Goetheplatz","SPO-DERP008_00001_100","SO2","Sulphur dioxide (air)","P1Y-hr-max25","1 year hour max 25","1990","112.000","ug/m3","93.56","","Traffic","urban","8.2546","50.0104","85.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP008","Mainz-Goetheplatz","SPO-DERP008_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","12.333","ug/m3","92.33","","Traffic","urban","8.2546","50.0104","85.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO-DERP001_00008_600","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","1990","418.000","ug/m3","95.95","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP019","Kaiserslautern-Rathausplatz","SPO-DERP019_00001_600","SO2","Sulphur dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","17.332","ug/m3","99.03","","Background","urban","7.7673","49.4460","232.0","Kaiserslautern                                                                  ","DE044C1                                           ","100030","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP019","Kaiserslautern-Rathausplatz","SPO-DERP019_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-max4","1 year day max 4","1990","56.667","ug/m3","98.90","","Background","urban","7.7673","49.4460","232.0","Kaiserslautern                                                                  ","DE044C1                                           ","100030","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW067","Bielefeld-Ost","SPO.DE_DENW067_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-day-max","1 year day max","1990","151.136","ug/m3","95.62","","Background","urban","8.5484","52.0232","106.0","Bielefeld                                                                       ","DE017C1                                           ","334195","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW067","Bielefeld-Ost","SPO.DE_DENW067_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-hrsAbove350","1 year hour exceed 350","1990","2.000","count","96.51","","Background","urban","8.5484","52.0232","106.0","Bielefeld                                                                       ","DE017C1                                           ","334195","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO-DERP001_00008_600","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","62.354","ug/m3","95.95","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP002","Ludwigshafen-Mitte","SPO-DERP002_00001_600","SO2","Sulphur dioxide (air)","P1Y-hr-max-per99.73","1 year 99.73 %ile of hourly values in a given year","1990","140.000","ug/m3","95.19","","Traffic","urban","8.4386","49.4823","93.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW071","Düsseldorf-Lörick","SPO-DENW071_00001_100","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","0.000","count","92.88","","Background","urban","6.7324","51.2492","38.0","Düsseldorf                                                                      ","DE011C1                                           ","621877","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW034","Duisburg-Walsum","SPO-DENW034_00001_600","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","0.000","count","92.60","","Industrial","urban","6.7484","51.5240","17.0","Duisburg                                                                        ","DE501C1                                           ","498686","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW034","Duisburg-Walsum","SPO-DENW034_00001_600","SO2","Sulphur dioxide (air)","P1Y-hr-max-per99.73","1 year 99.73 %ile of hourly values in a given year","1990","216.000","ug/m3","93.13","","Industrial","urban","6.7484","51.5240","17.0","Duisburg                                                                        ","DE501C1                                           ","498686","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP007","Mainz-Mombach","SPO.DE_DERP007_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","54.148","ug/m3","90.38","","Background","urban","8.2168","50.0176","115.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP008","Mainz-Goetheplatz","SPO-DERP008_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-max-per99.18","1 year 99.18 percentile of daily maximum","1990","66.708","ug/m3","92.33","","Traffic","urban","8.2546","50.0104","85.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP020","Trier-Ostallee","SPO.DE_DERP020_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","24.028","ug/m3","95.00","","Traffic","urban","6.6467","49.7542","140.0","Trier                                                                           ","DE026C1                                           ","111528","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO.DE_DERP001_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","1990","206.000","ug/m3","95.95","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP020","Trier-Ostallee","SPO.DE_DERP020_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","0.000","count","93.97","","Traffic","urban","6.6467","49.7542","140.0","Trier                                                                           ","DE026C1                                           ","111528","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO-DERP001_00001_120","SO2","Sulphur dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","9.708","ug/m3","93.15","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP020","Trier-Ostallee","SPO-DERP020_00001_600","SO2","Sulphur dioxide (air)","P1Y-hr-max-per99.73","1 year 99.73 %ile of hourly values in a given year","1990","120.000","ug/m3","95.00","","Traffic","urban","6.6467","49.7542","140.0","Trier                                                                           ","DE026C1                                           ","111528","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO-DERP001_00001_600","SO2","Sulphur dioxide (air)","P1Y-hr-per50","1 year 50 percentile","1990","8.000","ug/m3","93.81","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_NW","Jürgen Friesel","DENW008","Dortmund-Eving","SPO.DE_DENW008_NO2_dataGroup1","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","1990","134.000","ug/m3","87.18","","Background","urban","7.4574","51.5369","71.0","Dortmund                                                                        ","DE010C1                                           ","588250","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO-DERP001_00008_600","NO2","Nitrogen dioxide (air)","P1Y-hrsAbove200","1 year hour exceed 200","1990","21.000","count","95.95","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP007","Mainz-Mombach","SPO.DE_DERP007_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-hrsAbove350","1 year hour exceed 350","1990","0.000","count","93.55","","Background","urban","8.2168","50.0176","115.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP007","Mainz-Mombach","SPO-DERP007_00001_140","SO2","Sulphur dioxide (air)","P1Y-day-max-per99.18","1 year 99.18 percentile of daily maximum","1990","69.125","ug/m3","91.51","","Background","urban","8.2168","50.0176","115.0","Mainz                                                                           ","DE037C1                                           ","218578","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP002","Ludwigshafen-Mitte","SPO.DE_DERP002_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-day-max4","1 year day max 4","1990","77.375","ug/m3","93.97","","Traffic","urban","8.4386","49.4823","93.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP002","Ludwigshafen-Mitte","SPO.DE_DERP002_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-hr-max-per99.73","1 year 99.73 %ile of hourly values in a given year","1990","140.000","ug/m3","95.19","","Traffic","urban","8.4386","49.4823","93.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP018","Speyer-St.-Guido-Stifts-Platz","SPO-DERP018_00001_100","SO2","Sulphur dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","16.864","ug/m3","96.21","","Traffic","urban","8.4350","49.3188","110.0","Speyer                                                                          ","DE080C1                                           ","50561","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP001","Ludwigshafen-Oppau","SPO.DE_DERP001_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-hr-max-per99.73","1 year 99.73 %ile of hourly values in a given year","1990","116.000","ug/m3","93.81","","Background","urban","8.4023","49.5150","91.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP002","Ludwigshafen-Mitte","SPO.DE_DERP002_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-day-max-per99.18","1 year 99.18 percentile of daily maximum","1990","77.375","ug/m3","93.97","","Traffic","urban","8.4386","49.4823","93.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP002","Ludwigshafen-Mitte","SPO.DE_DERP002_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","0.000","count","93.97","","Traffic","urban","8.4386","49.4823","93.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP018","Speyer-St.-Guido-Stifts-Platz","SPO-DERP018_00001_600","SO2","Sulphur dioxide (air)","P1Y-hr-max","1 year hour max","1990","221.000","ug/m3","96.21","","Traffic","urban","8.4350","49.3188","110.0","Speyer                                                                          ","DE080C1                                           ","50561","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP018","Speyer-St.-Guido-Stifts-Platz","SPO-DERP018_00001_600","SO2","Sulphur dioxide (air)","P1Y-hr-max25","1 year hour max 25","1990","120.000","ug/m3","96.21","","Traffic","urban","8.4350","49.3188","110.0","Speyer                                                                          ","DE080C1                                           ","50561","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP002","Ludwigshafen-Mitte","SPO-DERP002_00001_110","SO2","Sulphur dioxide (air)","P1Y-day-max-per99.18","1 year 99.18 percentile of daily maximum","1990","77.375","ug/m3","93.97","","Traffic","urban","8.4386","49.4823","93.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP003","Ludwigshafen-Mundenheim","SPO.DE_DERP003_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-hr-max-per99.73","1 year 99.73 %ile of hourly values in a given year","1990","158.000","ug/m3","95.71","","Traffic","urban","8.4259","49.4555","98.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP002","Ludwigshafen-Mitte","SPO-DERP002_00001_110","SO2","Sulphur dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","17.417","ug/m3","93.97","","Traffic","urban","8.4386","49.4823","93.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP003","Ludwigshafen-Mundenheim","SPO-DERP003_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-max4","1 year day max 4","1990","88.667","ug/m3","94.52","","Traffic","urban","8.4259","49.4555","98.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP003","Ludwigshafen-Mundenheim","SPO-DERP003_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-max","1 year day max","1990","114.375","ug/m3","94.52","","Traffic","urban","8.4259","49.4555","98.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","NET.DE_RP","Margit von Döhren","DERP003","Ludwigshafen-Mundenheim","SPO.DE_DERP003_SO2_dataGroup1","SO2","Sulphur dioxide (air)","P1Y-day-max-per99.18","1 year 99.18 percentile of daily maximum","1990","88.667","ug/m3","94.52","","Traffic","urban","8.4259","49.4555","98.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
